domain	utterance	seqlogical
weather	Will we get any snow today?	[IN:GET_WEATHER Will we get any [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME today ] ? ]
weather	Temperature around New York c	[IN:GET_WEATHER Temperature around [SL:LOCATION New York ] [SL:WEATHER_TEMPERATURE_UNIT c ] ]
weather	Should I wear a jumper tonight?	[IN:GET_WEATHER Should I wear a [SL:WEATHER_ATTRIBUTE jumper ] [SL:DATE_TIME tonight ] ? ]
weather	What is the 10 day forecast for Denver ?	[IN:GET_WEATHER What is the [SL:DATE_TIME 10 day ] forecast for [SL:LOCATION Denver ] ? ]
weather	what is current humidity	[IN:GET_WEATHER what is current [SL:WEATHER_ATTRIBUTE humidity ] ]
weather	How many mm's rain did we get last night?	[IN:UNSUPPORTED_WEATHER How many mm 's [SL:WEATHER_ATTRIBUTE rain ] did we get last night ? ]
weather	Tell me weather forecast for this weekend	[IN:GET_WEATHER Tell me weather forecast [SL:DATE_TIME for this weekend ] ]
weather	when will it start cooling down	[IN:GET_WEATHER when will it start [SL:WEATHER_ATTRIBUTE cooling ] down ]
weather	Will it snow on this Christmas Eve?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME on this Christmas Eve ] ? ]
weather	How hot will it be tomorrow?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME tomorrow ] ? ]
weather	Is it going to be sunny all day?	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME all day ] ? ]
weather	What is the weather forecast like for tomorrow?	[IN:GET_WEATHER What is the weather forecast like [SL:DATE_TIME for tomorrow ] ? ]
weather	When will it rain next?	[IN:GET_WEATHER When will it [SL:WEATHER_ATTRIBUTE rain ] next ? ]
weather	What is the weather going to be like	[IN:GET_WEATHER What is the weather going to be like ]
weather	Is it too cold outside to wear sandals	[IN:GET_WEATHER Is it too [SL:WEATHER_ATTRIBUTE cold ] outside to wear [SL:WEATHER_ATTRIBUTE sandals ] ]
weather	The weather at midday tomorrow?	[IN:GET_WEATHER The weather [SL:DATE_TIME at midday tomorrow ] ? ]
weather	Temperature for San Francisco next week C	[IN:GET_WEATHER Temperature for [SL:LOCATION San Francisco ] [SL:DATE_TIME next week ] [SL:WEATHER_TEMPERATURE_UNIT C ] ]
weather	How warm is it this afternoon?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] is it [SL:DATE_TIME this afternoon ] ? ]
weather	How warm will it get today?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE warm ] will it get [SL:DATE_TIME today ] ? ]
weather	Is it supposed to be cool today in Delaware?	[IN:GET_WEATHER Is it supposed to be [SL:WEATHER_ATTRIBUTE cool ] [SL:DATE_TIME today ] in [SL:LOCATION Delaware ] ? ]
weather	Weather for Brisbane please	[IN:GET_WEATHER Weather for [SL:LOCATION Brisbane ] please ]
weather	when will it rain?	[IN:GET_WEATHER when will it [SL:WEATHER_ATTRIBUTE rain ] ? ]
weather	Are there any accidents due to the weather	[IN:UNSUPPORTED_WEATHER Are there any accidents due to the weather ]
weather	is it cold outside	[IN:GET_WEATHER is it [SL:WEATHER_ATTRIBUTE cold ] outside ]
weather	Is there a dust warning right now	[IN:GET_WEATHER Is there a dust warning right now ]
weather	How much rain will we get this week?	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] will we get [SL:DATE_TIME this week ] ? ]
weather	Will there be cloudy conditions tonight	[IN:GET_WEATHER Will there be [SL:WEATHER_ATTRIBUTE cloudy ] conditions [SL:DATE_TIME tonight ] ]
weather	Will it rain in austin this weekend	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION austin ] [SL:DATE_TIME this weekend ] ]
weather	What is the weather like in San Diego?	[IN:GET_WEATHER What is the weather like in [SL:LOCATION San Diego ] ? ]
weather	is it sprinkling today	[IN:GET_WEATHER is it sprinkling [SL:DATE_TIME today ] ]
weather	Whats the weather forecast for Christmas?	[IN:GET_WEATHER Whats the weather forecast [SL:DATE_TIME for Christmas ] ? ]
weather	Whats the forecast for Greece?	[IN:GET_WEATHER Whats the forecast for [SL:LOCATION Greece ] ? ]
weather	what would have been the weather 19 july 1989 in baltimore maryland	[IN:GET_WEATHER what would have been the weather [SL:DATE_TIME 19 july 1989 ] in [SL:LOCATION baltimore maryland ] ]
weather	is it going to rain today	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ]
weather	Is the weather effecting the roads?	[IN:GET_WEATHER Is the weather effecting the roads ? ]
weather	What is the expected rainfall tomorrow?	[IN:GET_WEATHER What is the expected [SL:WEATHER_ATTRIBUTE rainfall ] [SL:DATE_TIME tomorrow ] ? ]
weather	How hot is it this weekend outside in degrees fahrenheit	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME this weekend ] outside in degrees [SL:WEATHER_TEMPERATURE_UNIT fahrenheit ] ]
weather	Can you tell me the weather in Australia?	[IN:GET_WEATHER Can you tell me the weather in [SL:LOCATION Australia ] ? ]
weather	Tell me the forecast for this afternoon at 2.	[IN:GET_WEATHER Tell me the forecast [SL:DATE_TIME for this afternoon at 2 ] . ]
weather	is tomorrow to be sunny	[IN:GET_WEATHER is [SL:DATE_TIME tomorrow ] to be [SL:WEATHER_ATTRIBUTE sunny ] ]
weather	Will it sunny tomorrow?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME tomorrow ] ? ]
weather	how is the weather in herefordshire?	[IN:GET_WEATHER how is the weather in [SL:LOCATION herefordshire ] ? ]
weather	Is today a good day to go to the beach	[IN:GET_WEATHER Is [SL:DATE_TIME today ] a good day to go to the [SL:LOCATION beach ] ]
weather	What time will it rain?	[IN:GET_WEATHER What time will it [SL:WEATHER_ATTRIBUTE rain ] ? ]
weather	What is the weather looking like for 25th June	[IN:GET_WEATHER What is the weather looking like [SL:DATE_TIME for 25th June ] ]
weather	should i wear shorts	[IN:GET_WEATHER should i wear [SL:WEATHER_ATTRIBUTE shorts ] ]
weather	Is it going to be around 53 in degrees Celsius for Dublin this weekend	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE around ] [SL:WEATHER_ATTRIBUTE 53 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT Celsius ] for [SL:LOCATION Dublin ] [SL:DATE_TIME this weekend ] ]
weather	Has the weather cancelled any flights today	[IN:UNSUPPORTED_WEATHER Has the weather cancelled any flights [SL:DATE_TIME today ] ]
weather	What is the temperature for sunrise tomorrow?	[IN:UNSUPPORTED_WEATHER What is the temperature [SL:DATE_TIME for sunrise tomorrow ] ? ]
weather	Forecast for the Bahamas Please.	[IN:GET_WEATHER Forecast for [SL:LOCATION the Bahamas ] Please . ]
weather	What does the weather look like for next week?	[IN:GET_WEATHER What does the weather look like [SL:DATE_TIME for next week ] ? ]
weather	What is temperature in Knoxville?	[IN:GET_WEATHER What is temperature in [SL:LOCATION Knoxville ] ? ]
weather	How hot is it tomorrow morning in Madrid in degrees Celsius	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME tomorrow morning ] in [SL:LOCATION Madrid ] in degrees [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	Shall I take my umbrella out with me this evening?	[IN:GET_WEATHER Shall I take my [SL:WEATHER_ATTRIBUTE umbrella ] out with me [SL:DATE_TIME this evening ] ? ]
weather	Is it cold enough for a winter coat today?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE cold ] enough for a [SL:WEATHER_ATTRIBUTE winter coat ] [SL:DATE_TIME today ] ? ]
weather	Put on the weather for late afternoon	[IN:GET_WEATHER Put on the weather [SL:DATE_TIME for late afternoon ] ]
weather	what would be the weather like this Easter weekend?	[IN:GET_WEATHER what would be the weather like [SL:DATE_TIME this Easter weekend ] ? ]
weather	What will the weather be like on Monday in New York?	[IN:GET_WEATHER What will the weather be like [SL:DATE_TIME on Monday ] in [SL:LOCATION New York ] ? ]
weather	Is it supposed to rain today?	[IN:GET_WEATHER Is it supposed to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	Should I bring a jacket?	[IN:GET_WEATHER Should I bring a [SL:WEATHER_ATTRIBUTE jacket ] ? ]
weather	How windy will it be tomorrow?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE windy ] will it be [SL:DATE_TIME tomorrow ] ? ]
weather	when is the next rain in chandler	[IN:GET_WEATHER when is the next [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION chandler ] ]
weather	Will there be ice on the roads tonight?	[IN:GET_WEATHER Will there be [SL:WEATHER_ATTRIBUTE ice ] on the roads [SL:DATE_TIME tonight ] ? ]
weather	What is the temperature in Japan?	[IN:GET_WEATHER What is the temperature in [SL:LOCATION Japan ] ? ]
weather	What is the chance for rain today?	[IN:GET_WEATHER What is the chance for [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	will it rain at all this week	[IN:GET_WEATHER will it [SL:WEATHER_ATTRIBUTE rain ] at all [SL:DATE_TIME this week ] ]
weather	Was there a tsunami yesterday by Thailand	[IN:GET_WEATHER Was there a tsunami [SL:DATE_TIME yesterday ] by Thailand ]
weather	What is the weather forecast for Kwanzaa?	[IN:GET_WEATHER What is the weather forecast [SL:DATE_TIME for Kwanzaa ] ? ]
weather	what is the forecast for next week	[IN:GET_WEATHER what is the forecast [SL:DATE_TIME for next week ] ]
weather	Is it supposed to snow today?	[IN:GET_WEATHER Is it supposed to [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME today ] ? ]
weather	will it be hot friday	[IN:GET_WEATHER will it be [SL:WEATHER_ATTRIBUTE hot ] [SL:DATE_TIME friday ] ]
weather	temperature in chandler	[IN:GET_WEATHER temperature in [SL:LOCATION chandler ] ]
weather	What will the weather be like tomorrow morning?	[IN:GET_WEATHER What will the weather be like [SL:DATE_TIME tomorrow morning ] ? ]
weather	When is the rain coming	[IN:GET_WEATHER When is the [SL:WEATHER_ATTRIBUTE rain ] coming ]
weather	Weather in San Diego	[IN:GET_WEATHER Weather in [SL:LOCATION San Diego ] ]
weather	What is the weather like in New York City this week?	[IN:GET_WEATHER What is the weather like in [SL:LOCATION New York City ] [SL:DATE_TIME this week ] ? ]
weather	Temperature in Dehli tomorrow morning Celsius	[IN:GET_WEATHER Temperature in [SL:LOCATION Dehli ] [SL:DATE_TIME tomorrow morning ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	Will it be sunny tomorrow?	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME tomorrow ] ? ]
weather	When is it supposed to rain in Manila this week?	[IN:GET_WEATHER When is it supposed to [SL:WEATHER_ATTRIBUTE rain ] in [SL:LOCATION Manila ] [SL:DATE_TIME this week ] ? ]
weather	Tell me the weather for Thursday in Paris	[IN:GET_WEATHER Tell me the weather [SL:DATE_TIME for Thursday ] in [SL:LOCATION Paris ] ]
weather	Where does it snow in Hawaii?	[IN:GET_WEATHER Where does it [SL:WEATHER_ATTRIBUTE snow ] in [SL:LOCATION Hawaii ] ? ]
weather	Should I bring rain boots?	[IN:GET_WEATHER Should I bring [SL:WEATHER_ATTRIBUTE rain boots ] ? ]
weather	Has the Hurricane changed direction?	[IN:GET_WEATHER Has the [SL:WEATHER_ATTRIBUTE Hurricane ] changed direction ? ]
weather	whats weather like in china	[IN:GET_WEATHER whats weather like in [SL:LOCATION china ] ]
weather	What's the high today?	[IN:GET_WEATHER What 's the high [SL:DATE_TIME today ] ? ]
weather	Temperature in Celsius, please	[IN:GET_WEATHER Temperature in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] , please ]
weather	Give me a 10 day weather forecast.	[IN:GET_WEATHER Give me a [SL:DATE_TIME 10 day ] weather forecast . ]
weather	What's the weather like outside today?	[IN:GET_WEATHER What 's the weather like outside [SL:DATE_TIME today ] ? ]
weather	Will it be above 14 in degrees Fahrenheit near Boston today	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 14 ] in degrees [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] near [SL:LOCATION Boston ] [SL:DATE_TIME today ] ]
weather	What's the weather in France?	[IN:GET_WEATHER What 's the weather in [SL:LOCATION France ] ? ]
weather	when will sunset be	[IN:GET_SUNSET when will sunset be ]
weather	How humid is it outside	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE humid ] is it outside ]
weather	How is the weather	[IN:GET_WEATHER How is the weather ]
weather	how hot will it be today	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] will it be [SL:DATE_TIME today ] ]
weather	What is in the radar for storm in central jersey by mid august	[IN:UNSUPPORTED_WEATHER What is in the radar for storm in central jersey by mid august ]
weather	Is it raining in Ohio?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] in [SL:LOCATION Ohio ] ? ]
weather	I need to know the weather for next Monday to Friday	[IN:GET_WEATHER I need to know the weather [SL:DATE_TIME for next Monday to Friday ] ]
weather	Is it jacket weather	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE jacket ] weather ]
weather	Show me the weather in the USA.	[IN:GET_WEATHER Show me the weather in the [SL:LOCATION USA ] . ]
weather	is it going to be sunny on saturday?	[IN:GET_WEATHER is it going to be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME on saturday ] ? ]
weather	What will the low be today?	[IN:GET_WEATHER What will the low be [SL:DATE_TIME today ] ? ]
weather	does it snow tonight?	[IN:GET_WEATHER does it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME tonight ] ? ]
weather	What is the weather like in Portland now?	[IN:GET_WEATHER What is the weather like in [SL:LOCATION Portland ] now ? ]
weather	WHat is the temperature right now?	[IN:GET_WEATHER WHat is the temperature right now ? ]
weather	What's the weather going to be like at 4pm?	[IN:GET_WEATHER What 's the weather going to be like [SL:DATE_TIME at 4 pm ] ? ]
weather	Do I need sunscreen today	[IN:GET_WEATHER Do I need [SL:WEATHER_ATTRIBUTE sunscreen ] [SL:DATE_TIME today ] ]
weather	Until when is going to rain today	[IN:GET_WEATHER Until when is going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ]
weather	Are the calling for snow over the next 3 days	[IN:GET_WEATHER Are the calling for [SL:WEATHER_ATTRIBUTE snow ] over the [SL:DATE_TIME next 3 days ] ]
weather	Are there any flood watches or warnings for our area right now?	[IN:GET_WEATHER Are there any [SL:WEATHER_ATTRIBUTE flood ] watches or warnings for our [SL:LOCATION area ] right now ? ]
weather	Give me the forecast for Estonia	[IN:GET_WEATHER Give me the forecast for [SL:LOCATION Estonia ] ]
weather	SHOULD I WEAR A COAT TODAY?	[IN:GET_WEATHER SHOULD I WEAR A [SL:WEATHER_ATTRIBUTE COAT ] [SL:DATE_TIME TODAY ] ? ]
weather	What is the forecast for Christmas Day?	[IN:GET_WEATHER What is the forecast [SL:DATE_TIME for Christmas Day ] ? ]
weather	What is the average temperature in London in September	[IN:UNSUPPORTED_WEATHER What is the average temperature in [SL:LOCATION London ] [SL:DATE_TIME in September ] ]
weather	How much will it rain this week?	[IN:GET_WEATHER How much will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME this week ] ? ]
weather	Could you please tell me the weather	[IN:GET_WEATHER Could you please tell me the weather ]
weather	Advise what the weather is going to be	[IN:GET_WEATHER Advise what the weather is going to be ]
weather	should i grab a jacket	[IN:GET_WEATHER should i grab a [SL:WEATHER_ATTRIBUTE jacket ] ]
weather	what is the high for today	[IN:GET_WEATHER what is the high [SL:DATE_TIME for today ] ]
weather	How much rain can I expect	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE rain ] can I expect ]
weather	What's the weather for Suriname?	[IN:GET_WEATHER What 's the weather for [SL:LOCATION Suriname ] ? ]
weather	Are we getting a dust storm today?	[IN:GET_WEATHER Are we getting a [SL:WEATHER_ATTRIBUTE dust storm ] [SL:DATE_TIME today ] ? ]
weather	Is it still monsoon weather	[IN:GET_WEATHER Is it still [SL:WEATHER_ATTRIBUTE monsoon ] weather ]
weather	What is the high temperature for today?	[IN:GET_WEATHER What is the high temperature [SL:DATE_TIME for today ] ? ]
weather	Weather outlook for 9am 12th february	[IN:GET_WEATHER Weather outlook [SL:DATE_TIME for 9 am 12th february ] ]
weather	Forecast for the week ahead in England	[IN:GET_WEATHER Forecast [SL:DATE_TIME for the week ] ahead in [SL:LOCATION England ] ]
weather	How long will it be this cold?	[IN:GET_WEATHER How long will it be this [SL:WEATHER_ATTRIBUTE cold ] ? ]
weather	How fast are the winds of the tropical storm	[IN:UNSUPPORTED_WEATHER How fast are the winds of the tropical [SL:WEATHER_ATTRIBUTE storm ] ]
weather	Bring up the weather for next week in Brisbane.	[IN:GET_WEATHER Bring up the weather [SL:DATE_TIME for next week ] in [SL:LOCATION Brisbane ] . ]
weather	Temperature for Houston tonight F	[IN:GET_WEATHER Temperature for [SL:LOCATION Houston ] [SL:DATE_TIME tonight ] [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	What is the temperature outside?	[IN:GET_WEATHER What is the temperature outside ? ]
weather	How hot is it next week for London in degrees f	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it [SL:DATE_TIME next week ] for [SL:LOCATION London ] in degrees [SL:WEATHER_TEMPERATURE_UNIT f ] ]
weather	I'd like the forecast for christmas morning	[IN:GET_WEATHER I'd like the forecast [SL:DATE_TIME for christmas morning ] ]
weather	Any bad storms in the forecast	[IN:GET_WEATHER Any bad [SL:WEATHER_ATTRIBUTE storms ] in the forecast ]
weather	What will Saturday's weather be like?	[IN:GET_WEATHER What will [SL:DATE_TIME Saturday ] 's weather be like ? ]
weather	how cold is it today	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE cold ] is it [SL:DATE_TIME today ] ]
weather	Is it raining in New York	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE raining ] in [SL:LOCATION New York ] ]
weather	When is the next hot day in Chicago	[IN:GET_WEATHER When is the next [SL:WEATHER_ATTRIBUTE hot ] day in [SL:LOCATION Chicago ] ]
weather	Salmon Idaho current weather?	[IN:GET_WEATHER [SL:LOCATION Salmon Idaho ] current weather ? ]
weather	What does the weather look like in Harvest, Alabama?	[IN:GET_WEATHER What does the weather look like in [SL:LOCATION Harvest , Alabama ] ? ]
weather	what's the weather like today	[IN:GET_WEATHER what 's the weather like [SL:DATE_TIME today ] ]
weather	Will there be any days that are over 80 degrees next week	[IN:GET_WEATHER Will there be any days that are [SL:WEATHER_ATTRIBUTE over 80 ] degrees [SL:DATE_TIME next week ] ]
weather	what is the weather news this morning	[IN:GET_WEATHER what is the weather news [SL:DATE_TIME this morning ] ]
weather	What is the high temperature today for Tucson?	[IN:GET_WEATHER What is the high temperature [SL:DATE_TIME today ] for [SL:LOCATION Tucson ] ? ]
weather	What time is it supposed to rain today?	[IN:GET_WEATHER What time is it supposed to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]
weather	Tell me the weather for this morning	[IN:GET_WEATHER Tell me the weather [SL:DATE_TIME for this morning ] ]
weather	Temperature houston today F	[IN:GET_WEATHER Temperature [SL:LOCATION houston ] [SL:DATE_TIME today ] [SL:WEATHER_TEMPERATURE_UNIT F ] ]
weather	How hot is it in Manila tomorrow in fahrenheit	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] is it in [SL:LOCATION Manila ] [SL:DATE_TIME tomorrow ] in [SL:WEATHER_TEMPERATURE_UNIT fahrenheit ] ]
weather	Will it storm tomorrow?	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE storm ] [SL:DATE_TIME tomorrow ] ? ]
weather	Is it going to be below 63 in degree c for Seattle today	[IN:GET_WEATHER Is it going to be [SL:WEATHER_ATTRIBUTE below ] [SL:WEATHER_ATTRIBUTE 63 ] in degree [SL:WEATHER_TEMPERATURE_UNIT c ] for [SL:LOCATION Seattle ] [SL:DATE_TIME today ] ]
weather	Give weather at 10pm.	[IN:GET_WEATHER Give weather [SL:DATE_TIME at 10 pm ] . ]
weather	Is it above 57 in F in Madrid	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE above ] [SL:WEATHER_ATTRIBUTE 57 ] in [SL:WEATHER_TEMPERATURE_UNIT F ] in [SL:LOCATION Madrid ] ]
weather	How hot does it get in dallas	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE hot ] does it get in [SL:LOCATION dallas ] ]
weather	Tell me the weather for the London on 5 July at 4pm	[IN:GET_WEATHER Tell me the weather for the [SL:LOCATION London ] [SL:DATE_TIME on 5 July at 4 pm ] ]
weather	Please access the weather for Florida.	[IN:GET_WEATHER Please access the weather for [SL:LOCATION Florida ] . ]
weather	How's the weather looking on the east coast	[IN:GET_WEATHER How 's the weather looking on the [SL:LOCATION east coast ] ]
weather	What is the weather like in Toronto tonight?	[IN:GET_WEATHER What is the weather like in [SL:LOCATION Toronto ] [SL:DATE_TIME tonight ] ? ]
weather	Tell me this weeks weather forecast.	[IN:GET_WEATHER Tell me [SL:DATE_TIME this weeks ] weather forecast . ]
weather	how hot is it in VA	[IN:GET_WEATHER how [SL:WEATHER_ATTRIBUTE hot ] is it in [SL:LOCATION VA ] ]
weather	Put on the weather for late afternoon	[IN:GET_WEATHER Put on the weather [SL:DATE_TIME for late afternoon ] ]
weather	Will the rain end by tomorrow night	[IN:GET_WEATHER Will the [SL:WEATHER_ATTRIBUTE rain ] end [SL:DATE_TIME by tomorrow night ] ]
weather	Give me a 5-day weather forecast.	[IN:GET_WEATHER Give me a [SL:DATE_TIME 5 - day ] weather forecast . ]
weather	When is this cold snap going to break	[IN:GET_WEATHER When is this [SL:WEATHER_ATTRIBUTE cold snap ] going to break ]
weather	How much snow did Plainfield get	[IN:GET_WEATHER How much [SL:WEATHER_ATTRIBUTE snow ] did [SL:LOCATION Plainfield ] get ]
weather	rainfall for year in twin cities	[IN:UNSUPPORTED_WEATHER [SL:WEATHER_ATTRIBUTE rainfall ] for year in twin cities ]
weather	Will it rain tonight	[IN:GET_WEATHER Will it [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tonight ] ]
weather	What is the weather forecast for the remainder of the month in Los Angeles?	[IN:GET_WEATHER What is the weather forecast for the remainder of the [SL:DATE_TIME month ] in [SL:LOCATION Los Angeles ] ? ]
weather	How cold will it get tonight?	[IN:GET_WEATHER How [SL:WEATHER_ATTRIBUTE cold ] will it get [SL:DATE_TIME tonight ] ? ]
weather	What's the weather right now?	[IN:GET_WEATHER What 's the weather right now ? ]
weather	Tell me about the weather tonight	[IN:GET_WEATHER Tell me about the weather [SL:DATE_TIME tonight ] ]
weather	Will I need to wear a coat today?	[IN:GET_WEATHER Will I need to wear a [SL:WEATHER_ATTRIBUTE coat ] [SL:DATE_TIME today ] ? ]
weather	show weather advisories	[IN:GET_WEATHER show weather advisories ]
weather	What is the weather at 6pm	[IN:GET_WEATHER What is the weather [SL:DATE_TIME at 6 pm ] ]
weather	Check the chance of precipitation for Friday	[IN:GET_WEATHER Check the chance of [SL:WEATHER_ATTRIBUTE precipitation ] [SL:DATE_TIME for Friday ] ]
weather	Can you tell me what London's weather is like	[IN:GET_WEATHER Can you tell me what [SL:LOCATION London ] 's weather is like ]
weather	Temperature today around London Celsius	[IN:GET_WEATHER Temperature [SL:DATE_TIME today ] around [SL:LOCATION London ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ]
weather	What are the chances of rain tonight?	[IN:GET_WEATHER What are the chances of [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tonight ] ? ]
weather	How's the weather in New York	[IN:GET_WEATHER How 's the weather in [SL:LOCATION New York ] ]
weather	Will there be so much snow that schools are closed?	[IN:GET_WEATHER Will there be so much [SL:WEATHER_ATTRIBUTE snow ] that schools are closed ? ]
weather	What is the forecast for this weekend?	[IN:GET_WEATHER What is the forecast [SL:DATE_TIME for this weekend ] ? ]
weather	ARE WE EXPECTING SEVER WEATHER THIS WEEK?	[IN:GET_WEATHER ARE WE EXPECTING [SL:WEATHER_ATTRIBUTE SEVER ] WEATHER [SL:DATE_TIME THIS WEEK ] ? ]
