domain	utterance	semantic_parse
navigation	What's the best route to take to the portland airport	[IN:GET_DIRECTIONS What 's the best route to take to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the portland airport ] ] ] ]
navigation	Is there any traffic if I drive to St George today	[IN:GET_INFO_TRAFFIC Is there any traffic if I [SL:METHOD_TRAVEL drive ] to [SL:DESTINATION St George ] [SL:DATE_TIME today ] ]
navigation	How is traffic heading to Dad's house	[IN:GET_INFO_TRAFFIC How is traffic heading to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION Dad ] 's house ] ] ]
navigation	Are there downed power lines on freemont ave that might make me late to the movie?	[IN:GET_INFO_TRAFFIC Are there downed power lines on [SL:LOCATION freemont ave ] that might make me late to the movie ? ]
navigation	If I take off now what time should I arrive at Fenway Park?	[IN:GET_ESTIMATED_ARRIVAL If I take off [SL:DATE_TIME_DEPARTURE now ] what time should I arrive at [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Fenway Park ] ] ] ? ]
navigation	How many hours is it drive time between Knoxville and Memphis?	[IN:GET_ESTIMATED_DURATION How many hours is it [SL:METHOD_TRAVEL drive ] time between [SL:SOURCE Knoxville ] and [SL:DESTINATION Memphis ] ? ]
navigation	best way to reach work today	[IN:GET_DIRECTIONS best way to reach [SL:DESTINATION [IN:GET_LOCATION_WORK work ] ] [SL:DATE_TIME_DEPARTURE today ] ]
navigation	Look up directions to nearest public parking near S Beritania Street	[IN:GET_DIRECTIONS Look up directions to [SL:DESTINATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER nearest ] [SL:CATEGORY_LOCATION public parking ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION S Beritania Street ] ] ] ] ] ]
navigation	Route to the mall	[IN:GET_DIRECTIONS Route to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the mall ] ] ] ]
navigation	find me the nearest gas station off of 5th ave north.	[IN:GET_LOCATION find me the [SL:LOCATION_MODIFIER nearest ] [SL:CATEGORY_LOCATION gas station ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS off of ] [SL:LOCATION 5th ave north ] ] ] . ]
navigation	Is the rain making it  hard to get to the rugby tournament today?	[IN:GET_INFO_ROAD_CONDITION Is [SL:ROAD_CONDITION the rain ] making it hard to get to [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT the rugby tournament ] [SL:DATE_TIME today ] ] ] ? ]
navigation	What's the traffic like heading in to work	[IN:GET_INFO_TRAFFIC What 's the traffic like heading in to [SL:DESTINATION [IN:GET_LOCATION_WORK work ] ] ]
navigation	how long will it take to get to D.C from baltimore	[IN:GET_ESTIMATED_DURATION how long will it take to get to [SL:DESTINATION D.C ] from [SL:SOURCE baltimore ] ]
navigation	How many miles apart is Los Angeles and Anaheim	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] apart is [SL:SOURCE Los Angeles ] and [SL:DESTINATION Anaheim ] ]
navigation	how far is the history museum from mike's work?	[IN:GET_DISTANCE how far is [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the history museum ] ] ] from [SL:SOURCE [IN:GET_LOCATION_WORK [SL:CONTACT mike ] 's work ] ] ? ]
navigation	how long is the trip to grandma's	[IN:GET_ESTIMATED_DURATION how long is the trip to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION grandma ] 's ] ] ]
navigation	How long will it take me to get to the Target on Centre Street in Abington	[IN:GET_ESTIMATED_DURATION How long will it take me to get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Target ] on [SL:LOCATION_MODIFIER Centre Street ] in [SL:LOCATION_MODIFIER Abington ] ] ] ]
navigation	Can I get heavy traffic alerts when there is a back up on my route to work	[IN:UNSUPPORTED_NAVIGATION Can I get heavy traffic alerts when there is a back up on my route to work ]
navigation	Traffic estimate for Manhattan to JFK this afternoon	[IN:GET_INFO_TRAFFIC Traffic estimate for [SL:SOURCE Manhattan ] to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP JFK ] ] ] [SL:DATE_TIME this afternoon ] ]
navigation	what are the roads looking like this morning	[IN:GET_INFO_TRAFFIC what are the roads looking like [SL:DATE_TIME this morning ] ]
navigation	how long will the bus take to reach my destination	[IN:GET_ESTIMATED_DURATION how long will the [SL:METHOD_TRAVEL bus ] take to reach [SL:DESTINATION my destination ] ]
navigation	How long is it going to take to get to the beach with traffic	[IN:GET_ESTIMATED_DURATION How long is it going to take to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the beach ] ] ] with traffic ]
navigation	How far is it from Denver to Los Angeles	[IN:GET_DISTANCE How far is it from [SL:SOURCE Denver ] to [SL:DESTINATION Los Angeles ] ]
navigation	Take me to office from highway via mall road	[IN:GET_DIRECTIONS Take me to [SL:DESTINATION [IN:GET_LOCATION_WORK office ] ] from [SL:SOURCE [IN:GET_LOCATION [SL:CATEGORY_LOCATION highway ] ] ] via [SL:PATH mall road ] ]
navigation	how long will it take me to get to the mall	[IN:GET_ESTIMATED_DURATION how long will it take me to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the mall ] ] ] ]
navigation	how long will it take me to drive to my 4pm meeting	[IN:GET_ESTIMATED_DURATION how long will it take me to [SL:METHOD_TRAVEL drive ] to [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT my ] [SL:DATE_TIME 4 pm ] [SL:CATEGORY_EVENT meeting ] ] ] ]
navigation	Get the time to RI taking Route 128	[IN:GET_ESTIMATED_DURATION Get the time to [SL:DESTINATION RI ] taking [SL:PATH Route 128 ] ]
navigation	How long will it take me to reach the OSF hospital today	[IN:GET_ESTIMATED_DURATION How long will it take me to reach [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the OSF hospital ] ] ] [SL:DATE_TIME_DEPARTURE today ] ]
navigation	Give me the traffic report for today	[IN:GET_INFO_TRAFFIC Give me the traffic report [SL:DATE_TIME for today ] ]
navigation	What is the least gas consuming route?	[IN:UNSUPPORTED_NAVIGATION What is the least gas consuming route ? ]
navigation	will traffic delay me getting home today	[IN:GET_ESTIMATED_DURATION will traffic delay me getting [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] [SL:DATE_TIME_DEPARTURE today ] ]
navigation	Will I hit traffic on this route	[IN:GET_INFO_TRAFFIC Will I hit traffic on this route ]
navigation	How long is the traffic backed up to get into MIS today	[IN:GET_INFO_TRAFFIC How long is the traffic backed up to get into [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP MIS ] ] ] [SL:DATE_TIME today ] ]
navigation	Are there any accidents on my commute home	[IN:GET_INFO_TRAFFIC Are there any accidents on [SL:PATH my commute ] [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
navigation	Would I be able to get from here to Montauk by 1pm	[IN:GET_ESTIMATED_ARRIVAL Would I be able to get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION Montauk ] [SL:DATE_TIME_ARRIVAL by 1 pm ] ]
navigation	when should I arrive home based on the traffic	[IN:GET_ESTIMATED_ARRIVAL when should I arrive [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] based on the traffic ]
navigation	is there still parking available in the free parking lot at Qualcomm	[IN:UNSUPPORTED_NAVIGATION is there still parking available in the free parking lot at Qualcomm ]
navigation	Give me directions to ACME	[IN:GET_DIRECTIONS Give me directions to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ACME ] ] ] ]
navigation	what's the fastest way to get to the fall out boy concert?	[IN:GET_DIRECTIONS what 's the fastest way to get to [SL:DESTINATION [IN:GET_EVENT the [SL:NAME_EVENT fall out boy ] [SL:CATEGORY_EVENT concert ] ] ] ? ]
navigation	What time should I leave Kris hair salon to reach Heba's wedding before 7 pm?	[IN:GET_ESTIMATED_DEPARTURE What time should I leave [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP Kris hair salon ] ] ] to reach [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT Heba ] 's [SL:CATEGORY_EVENT wedding ] ] ] [SL:DATE_TIME_ARRIVAL before 7 pm ] ? ]
navigation	Is there a detour to get out of this traffic	[IN:UPDATE_DIRECTIONS Is there a [SL:PATH detour ] to get out of [SL:OBSTRUCTION_AVOID this traffic ] ]
navigation	How long will it take me to get to the Hangout Festival in Gulf Shores, AL from my home?	[IN:GET_ESTIMATED_DURATION How long will it take me to get to [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT the Hangout Festival ] in [SL:LOCATION Gulf Shores , AL ] ] ] from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] home ] ] ? ]
navigation	how heavy is traffic in my area	[IN:GET_INFO_TRAFFIC how heavy is traffic in [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER my area ] ] ] ]
navigation	any police activity on main street today	[IN:UNSUPPORTED_NAVIGATION any police activity on main street today ]
navigation	When is the latest I can leave work at make my 3pm meeting in South Lyon, avoiding the freeway.	[IN:GET_ESTIMATED_DEPARTURE When is the latest I can leave [SL:SOURCE [IN:GET_LOCATION_WORK work ] ] at make [SL:DESTINATION [IN:GET_EVENT [SL:ATTENDEE_EVENT my ] [SL:DATE_TIME 3 pm ] [SL:CATEGORY_EVENT meeting ] in [SL:LOCATION South Lyon ] ] ] , avoiding [SL:PATH_AVOID the freeway ] . ]
navigation	What's traffic like from Newport to Portland	[IN:GET_INFO_TRAFFIC What 's traffic like from [SL:SOURCE Newport ] to [SL:DESTINATION Portland ] ]
navigation	If I leave Thursday morning to get to my brothers house how much traffic can I expect to have?	[IN:GET_INFO_TRAFFIC If I leave [SL:DATE_TIME Thursday morning ] to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brothers ] house ] ] how much traffic can I expect to have ? ]
navigation	What time should I leave to make it to the Alahly's game by 7pm?	[IN:GET_ESTIMATED_DEPARTURE What time should I leave to make it to [SL:DESTINATION [IN:GET_EVENT the [SL:NAME_EVENT Alahly ] 's [SL:CATEGORY_EVENT game ] ] ] [SL:DATE_TIME_ARRIVAL by 7 pm ] ? ]
navigation	How far is it from Asheville NC to Ocean Isle NC	[IN:GET_DISTANCE How far is it from [SL:SOURCE Asheville NC ] to [SL:DESTINATION Ocean Isle NC ] ]
navigation	how is traffic from here to Schaumburg	[IN:GET_INFO_TRAFFIC how is traffic from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION Schaumburg ] ]
navigation	what is the distance to east hills mall	[IN:GET_DISTANCE what is the distance to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP east hills mall ] ] ] ]
navigation	Is this highway to lanes the whole way	[IN:UNSUPPORTED_NAVIGATION Is this highway to lanes the whole way ]
navigation	Should I walk to Borough Market or take a cab from here?	[IN:UNSUPPORTED_NAVIGATION Should I walk to Borough Market or take a cab from here ? ]
navigation	what is the distance between bolingbrook and new orleans	[IN:GET_DISTANCE what is the distance between [SL:SOURCE bolingbrook ] and [SL:DESTINATION new orleans ] ]
navigation	Show me a faster route	[IN:UPDATE_DIRECTIONS Show me a faster route ]
navigation	Dinner is at 5pm, if I am travelling on 64 what time should I leave the house?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT Dinner ] is [SL:DATE_TIME at 5 pm ] ] ] , if I am travelling on [SL:PATH 64 ] what time should I leave [SL:SOURCE [IN:GET_LOCATION_HOME the house ] ] ? ]
navigation	are there any slowdowns between here and downtown	[IN:GET_INFO_TRAFFIC are there any slowdowns between [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] and [SL:DESTINATION downtown ] ]
navigation	Which route is the quickest to take to get to work this morning	[IN:GET_DIRECTIONS Which route is the quickest to take to get to [SL:DESTINATION [IN:GET_LOCATION_WORK work ] ] [SL:DATE_TIME_DEPARTURE this morning ] ]
navigation	If I get off at route 9 and switch to fortlane rd will I get there quicker	[IN:UNSUPPORTED_NAVIGATION If I get off at route 9 and switch to fortlane rd will I get there quicker ]
navigation	How long to get to Lance's if I leave right now?	[IN:GET_ESTIMATED_DURATION How long to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Lance ] ] ] 's if I leave [SL:DATE_TIME_DEPARTURE right now ] ? ]
navigation	City hall location near my house	[IN:GET_LOCATION [SL:POINT_ON_MAP City hall ] location [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] ] ] ]
navigation	What is the traffic like near Asheville	[IN:GET_INFO_TRAFFIC What is the traffic like [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION Asheville ] ] ] ]
navigation	fastest route to avoid traffic downtown	[IN:GET_DIRECTIONS fastest route to avoid [SL:OBSTRUCTION_AVOID traffic ] [SL:DESTINATION downtown ] ]
navigation	What's the distance between New York and France	[IN:GET_DISTANCE What 's the distance between [SL:SOURCE New York ] and [SL:DESTINATION France ] ]
navigation	How do I get downtown?	[IN:GET_DIRECTIONS How do I get [SL:DESTINATION downtown ] ? ]
navigation	What time do I need to leave Norman to arrive in Oklahoma City by five o'clock?	[IN:GET_ESTIMATED_DEPARTURE What time do I need to leave [SL:SOURCE Norman ] to arrive in [SL:DESTINATION Oklahoma City ] [SL:DATE_TIME_ARRIVAL by five o'clock ] ? ]
navigation	Destination arrival time please	[IN:GET_ESTIMATED_ARRIVAL Destination arrival time please ]
navigation	What time should I leave to make to to the theater by 4	[IN:GET_ESTIMATED_DEPARTURE What time should I leave to make to to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the theater ] ] ] [SL:DATE_TIME_ARRIVAL by 4 ] ]
navigation	How is the traffic in downtown Kansas City around 10am?	[IN:GET_INFO_TRAFFIC How is the traffic in [SL:LOCATION downtown Kansas City ] [SL:DATE_TIME around 10 am ] ? ]
navigation	Why is everyone suddenly slowing down	[IN:GET_INFO_TRAFFIC Why is everyone suddenly slowing down ]
navigation	Please tell me how long it will take me to arrive home	[IN:GET_ESTIMATED_DURATION Please tell me how long it will take me to arrive [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
navigation	There is an accident on 39th Ave.What road should I take to get to the 13th With at least amount of traffic	[IN:GET_DIRECTIONS There is an accident on 39th Ave.What road should I take to get to [SL:DESTINATION the 13th ] With at least amount of [SL:OBSTRUCTION_AVOID traffic ] ]
navigation	If I leave right now, can i get to New York City before one o clock PM?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:DATE_TIME_DEPARTURE right now ] , can i get to [SL:DESTINATION New York City ] [SL:DATE_TIME_ARRIVAL before one o clock PM ] ? ]
navigation	How long does it take to get to brookeville by bus?	[IN:GET_ESTIMATED_DURATION How long does it take to get to [SL:DESTINATION brookeville ] by [SL:METHOD_TRAVEL bus ] ? ]
navigation	How many more miles before traffic lets up	[IN:UNSUPPORTED_NAVIGATION How many more miles before traffic lets up ]
navigation	is there heavy traffic in phoenix right now	[IN:GET_INFO_TRAFFIC is there heavy traffic in [SL:LOCATION phoenix ] [SL:DATE_TIME right now ] ]
navigation	traffic report for nashville	[IN:GET_INFO_TRAFFIC traffic report for [SL:LOCATION nashville ] ]
navigation	what's the distance between Greenville NC and Atlanta	[IN:GET_DISTANCE what 's the distance between [SL:SOURCE Greenville NC ] and [SL:DESTINATION Atlanta ] ]
navigation	What is the traffic like from Chicago to Detroit	[IN:GET_INFO_TRAFFIC What is the traffic like from [SL:SOURCE Chicago ] to [SL:DESTINATION Detroit ] ]
navigation	How long will it take me to get to the theatre	[IN:GET_ESTIMATED_DURATION How long will it take me to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the theatre ] ] ] ]
navigation	Please update me on traffic to work	[IN:GET_INFO_TRAFFIC Please update me on traffic to [SL:DESTINATION [IN:GET_LOCATION_WORK work ] ] ]
navigation	How long will it take me to get to Cindy's house?	[IN:GET_ESTIMATED_DURATION How long will it take me to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Cindy ] 's house ] ] ? ]
navigation	is traffic light today since it is a holiday	[IN:GET_INFO_TRAFFIC is traffic light [SL:DATE_TIME today ] since it is a holiday ]
navigation	Any traffic delays on Highway 5	[IN:GET_INFO_TRAFFIC Any traffic delays on [SL:LOCATION Highway 5 ] ]
navigation	Is traffic normally slow during this time of day on Frederica Street	[IN:GET_INFO_TRAFFIC Is traffic normally slow [SL:DATE_TIME during this time of day ] on [SL:LOCATION Frederica Street ] ]
navigation	how long will it take to drive to Orlando today	[IN:GET_ESTIMATED_DURATION how long will it take to [SL:METHOD_TRAVEL drive ] to [SL:DESTINATION Orlando ] [SL:DATE_TIME today ] ]
navigation	Is there traffic to home	[IN:GET_INFO_TRAFFIC Is there traffic to [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
navigation	How long will it take from my house to NY city using toll roads?	[IN:GET_ESTIMATED_DURATION How long will it take from [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT my ] house ] ] to [SL:DESTINATION NY city ] using [SL:PATH toll roads ] ? ]
navigation	Get the time to Sandusky using Route 2.	[IN:GET_ESTIMATED_DURATION Get the time to [SL:DESTINATION Sandusky ] using [SL:PATH Route 2 ] . ]
navigation	How long will it take to drive home from here	[IN:GET_ESTIMATED_DURATION How long will it take to [SL:METHOD_TRAVEL drive ] [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] ]
navigation	How long is the interstate shut down	[IN:UNSUPPORTED_NAVIGATION How long is the interstate shut down ]
navigation	Was there an accident	[IN:GET_INFO_TRAFFIC Was there an accident ]
navigation	Can I take a detour at exit 30 and then take Allen road to get to Varun's house.	[IN:GET_DIRECTIONS Can I take a [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION detour ] at [SL:LOCATION_MODIFIER exit 30 ] ] ] and then take [SL:PATH Allen road ] to get to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Varun ] 's house ] ] . ]
navigation	I'm leaving in 10 minutes, what time should I arrive at the park?	[IN:GET_ESTIMATED_ARRIVAL I'm leaving [SL:DATE_TIME_DEPARTURE in 10 minutes ] , what time should I arrive at [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the park ] ] ] ? ]
navigation	How many lanes is 131 south	[IN:UNSUPPORTED_NAVIGATION How many lanes is 131 south ]
navigation	How many miles are there between Arkansas and California	[IN:GET_DISTANCE How many [SL:UNIT_DISTANCE miles ] are there between [SL:SOURCE Arkansas ] and [SL:DESTINATION California ] ]
navigation	What time will I be home tonight	[IN:GET_ESTIMATED_ARRIVAL What time will I be [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] [SL:DATE_TIME_ARRIVAL tonight ] ]
navigation	How much time is affected to arrive home from this accident ?	[IN:GET_ESTIMATED_DURATION How much time is affected to arrive [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] from this accident ? ]
navigation	driving time from Apache to Lawton	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL driving ] time from [SL:SOURCE Apache ] to [SL:DESTINATION Lawton ] ]
navigation	Any lane closures along I-70 Kansas	[IN:UNSUPPORTED_NAVIGATION Any lane closures along I - 70 Kansas ]
navigation	Are there any accidents on 92	[IN:GET_INFO_TRAFFIC Are there any accidents on [SL:LOCATION 92 ] ]
navigation	accidents please	[IN:GET_INFO_TRAFFIC accidents please ]
navigation	can I get from here to my job location before 2:30 p.m?	[IN:GET_ESTIMATED_ARRIVAL can I get from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION [IN:GET_LOCATION_WORK [SL:CONTACT my ] job location ] ] [SL:DATE_TIME_ARRIVAL before 2 : 30 p.m ] ? ]
navigation	Did the rain cause the bridge road to flood?	[IN:GET_INFO_ROAD_CONDITION Did the rain cause [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the bridge road ] ] ] to [SL:ROAD_CONDITION flood ] ? ]
navigation	Can I get to Dallas on this  route?	[IN:GET_DIRECTIONS Can I get to [SL:DESTINATION Dallas ] on this route ? ]
navigation	If I leave Newport by 8 am, will I get to Seaside by 3 pm?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE Newport ] [SL:DATE_TIME_DEPARTURE by 8 am ] , will I get to [SL:DESTINATION Seaside ] [SL:DATE_TIME_ARRIVAL by 3 pm ] ? ]
navigation	How long is the traffic going to set me back	[IN:GET_ESTIMATED_DURATION How long is the traffic going to set me back ]
navigation	What is the best way for me to get to the AT&T center?	[IN:GET_DIRECTIONS What is the best way for me to get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the AT & T center ] ] ] ? ]
navigation	Are the streets clear on my way home	[IN:GET_INFO_TRAFFIC Are the streets clear on my way [SL:DESTINATION [IN:GET_LOCATION_HOME home ] ] ]
navigation	how is traffic from here to LA	[IN:GET_INFO_TRAFFIC how is traffic from [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER here ] ] ] to [SL:DESTINATION LA ] ]
navigation	Is there any traffic congestion near Whitman center?	[IN:GET_INFO_TRAFFIC Is there any traffic congestion [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:POINT_ON_MAP Whitman center ] ] ] ? ]
navigation	Is there an accident on 152 Hwy	[IN:GET_INFO_TRAFFIC Is there an accident on [SL:LOCATION 152 Hwy ] ]
navigation	Get the time to the car free day area using train	[IN:GET_ESTIMATED_DURATION Get the time to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the car free day area ] ] ] using [SL:METHOD_TRAVEL train ] ]
navigation	Are the roads icy this morning on the way to Tina's house?	[IN:GET_INFO_ROAD_CONDITION Are the roads [SL:ROAD_CONDITION icy ] [SL:DATE_TIME this morning ] on the way to [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT Tina ] 's house ] ] ? ]
navigation	how long will it take to drive from detroit to Chicago	[IN:GET_ESTIMATED_DURATION how long will it take to [SL:METHOD_TRAVEL drive ] from [SL:SOURCE detroit ] to [SL:DESTINATION Chicago ] ]
navigation	Can I drive from Edmonds to Bellingham and avoid any highway construction?	[IN:GET_INFO_TRAFFIC Can I [SL:METHOD_TRAVEL drive ] from [SL:SOURCE Edmonds ] to [SL:DESTINATION Bellingham ] and avoid any [SL:OBSTRUCTION_AVOID highway construction ] ? ]
navigation	will i arrive to the music festival at 6th October stage before dawn if i leave at 1 am	[IN:GET_ESTIMATED_ARRIVAL will i arrive to [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT the music festival ] at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6th October stage ] ] ] ] ] [SL:DATE_TIME_ARRIVAL before dawn ] if i leave [SL:DATE_TIME_DEPARTURE at 1 am ] ]
navigation	Could you please tell me what the traffic is like for the Kansas City area	[IN:GET_INFO_TRAFFIC Could you please tell me what the traffic is like for the [SL:LOCATION Kansas City ] area ]
navigation	is there any slow moving traffic in San Jose for the football game in the evening.	[IN:GET_INFO_TRAFFIC is there any slow moving traffic in [SL:LOCATION [IN:GET_EVENT [SL:LOCATION San Jose ] for [SL:CATEGORY_EVENT the football game ] [SL:DATE_TIME in the evening ] ] ] . ]
navigation	What is the distance between Rocky Mount and Cleveland	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Rocky Mount ] and [SL:DESTINATION Cleveland ] ]
navigation	Any traffic stopped	[IN:GET_INFO_TRAFFIC Any traffic stopped ]
navigation	What is traffic like on the way to Andrew's work	[IN:GET_INFO_TRAFFIC What is traffic like on the way to [SL:DESTINATION [IN:GET_LOCATION_WORK [SL:CONTACT Andrew ] 's work ] ] ]
navigation	If I leave Shakespeare in the Park at 6 pm, when will I get to Portland?	[IN:GET_ESTIMATED_ARRIVAL If I leave [SL:SOURCE [IN:GET_EVENT [SL:CATEGORY_EVENT Shakespeare in the Park ] ] ] [SL:DATE_TIME_DEPARTURE at 6 pm ] , when will I get to [SL:DESTINATION Portland ] ? ]
navigation	Using the I-10 freeway, how long will it take me to get to Victoria Gardens?	[IN:GET_ESTIMATED_DURATION Using [SL:PATH the I - 10 freeway ] , how long will it take me to get to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP Victoria Gardens ] ] ] ? ]
navigation	How long should I add to my commute for construction delays	[IN:GET_ESTIMATED_DURATION How long should I add to [SL:PATH my commute ] for construction delays ]
