domain	utterance	semantic_parse
reminder	Remind me to get 8 cups of water daily to maintain a healthy body.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO get 8 cups of water ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] to [SL:TODO maintain a healthy body ] ] ] . ]
reminder	Tim's mother passed away, remind me to send him flowers next Thursday.	[IN:CREATE_REMINDER [SL:TODO Tim 's mother passed away ] , remind [SL:PERSON_REMINDED me ] to [SL:TODO send him flowers ] [SL:DATE_TIME next Thursday ] . ]
reminder	Change my reminder about buying doughnuts to be for the book club on Friday, not Thursday.	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:PERSON_REMINDED my ] reminder about [SL:TODO buying doughnuts ] to be [SL:TODO for the book club ] [SL:DATE_TIME_NEW on Friday ] , not [SL:DATE_TIME Thursday ] . ]
reminder	Remind me to check the mailbox this week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO check the mailbox ] [SL:DATE_TIME this week ] . ]
reminder	What reminders do I have on next friday	[IN:GET_REMINDER What reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME on next friday ] ]
reminder	Remind me that my paper is due Before Tuesday 12:00am	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] that [SL:TODO my paper is due ] [SL:DATE_TIME Before Tuesday 12 : 00 am ] ]
reminder	Set reminder to have Meredith buy Teddy Grahams tomorrow night.	[IN:CREATE_REMINDER Set reminder to [SL:TODO have Meredith buy Teddy Grahams ] [SL:DATE_TIME tomorrow night ] . ]
reminder	Remind Leigha about dance practice at 4pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Leigha ] about [SL:TODO dance practice ] [SL:DATE_TIME at 4 pm ] . ]
reminder	set a monthly reminder o make the car payment on the 3rd.	[IN:CREATE_REMINDER set a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] reminder o [SL:TODO [IN:GET_TODO [SL:TODO make the car payment ] [SL:DATE_TIME on the 3rd ] ] ] . ]
reminder	Set a daily reminder at 6am to exercise	[IN:CREATE_REMINDER Set a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] reminder [SL:DATE_TIME at 6 am ] ] ] to [SL:TODO exercise ] ]
reminder	remind me that I have to make a dentist appointment for next week	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] that I have to [SL:TODO make a dentist appointment ] [SL:DATE_TIME for next week ] ]
reminder	Set a daily reminder this week to get an oil change before Friday.	[IN:CREATE_REMINDER Set a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] reminder [SL:DATE_TIME this week ] ] ] to [SL:TODO [IN:GET_TODO [SL:TODO get an oil change ] [SL:DATE_TIME before Friday ] ] ] . ]
reminder	I need to text Macy at 3 pm to see if she wants to go to dinner tonight, remind me.	[IN:CREATE_REMINDER I need to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Macy ] ] ] [SL:DATE_TIME at 3 pm ] to [SL:TODO see if she wants to go to dinner tonight ] ] ] , remind [SL:PERSON_REMINDED me ] . ]
reminder	remind me to pack for my trip tomorrow morning	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO pack for my trip ] [SL:DATE_TIME tomorrow morning ] ]
reminder	make a reminder on Wednesday at noon to finish the Amazon shop	[IN:CREATE_REMINDER make a reminder [SL:DATE_TIME on Wednesday at noon ] to [SL:TODO finish the Amazon shop ] ]
reminder	Change the reminder for my surgery from Friday to Wednesday please.	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder for [SL:TODO my surgery ] from [SL:DATE_TIME Friday ] to [SL:DATE_TIME_NEW Wednesday ] please . ]
reminder	Set up a reminder for Aiden feed the dogs twice a day.	[IN:CREATE_REMINDER Set up a reminder for [SL:PERSON_REMINDED Aiden ] [SL:TODO feed the dogs ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY twice a day ] ] ] . ]
reminder	Remind me to post the technician job opening by 4 p.m. today.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO post the technician job opening ] [SL:DATE_TIME by 4 p.m . today ] . ]
reminder	Remind dance troupe to bring extra socks to practice.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED dance troupe ] to [SL:TODO bring extra socks to practice ] . ]
reminder	Create the """"Pay Rent"""" reminder on the 30th and 31st of each month	[IN:CREATE_REMINDER Create the " " " " [SL:TODO Pay Rent ] " " " " reminder [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME on the 30th ] and [SL:DATE_TIME 31st ] of [SL:FREQUENCY each month ] ] ] ]
reminder	Set up a reminder for water aerobics class every Friday at 7pm.	[IN:CREATE_REMINDER Set up a reminder for [SL:TODO water aerobics class ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every ] [SL:DATE_TIME Friday at 7 pm ] ] ] . ]
reminder	Remind me to send my weekly check in email Monday at noon.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO send my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] [SL:TODO [IN:SEND_MESSAGE [SL:CONTENT_EXACT check in ] email ] ] ] ] [SL:DATE_TIME Monday at noon ] . ]
reminder	remind me to send Cherise an email on sunday at 10p	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:RECIPIENT Cherise ] an email ] ] [SL:DATE_TIME on sunday at 10p ] ]
reminder	Remind me to set alarm for 5 am Monday	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO set alarm ] [SL:DATE_TIME for 5 am Monday ] ]
reminder	Cancel the reminder that the library summer reading program shop closes on the 31st.	[IN:DELETE_REMINDER Cancel the reminder that [SL:TODO the library summer reading program shop closes ] [SL:DATE_TIME on the 31st ] . ]
reminder	Change my daily vitamin reminder from 7AM to 6:30 AM	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] [SL:TODO vitamin ] reminder [SL:DATE_TIME from 7 AM ] [SL:DATE_TIME_NEW to 6 : 30 AM ] ]
reminder	Remind me to get meat out of the freezer at 10am daily.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO get meat out of the freezer ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME at 10 am ] [SL:FREQUENCY daily ] ] ] . ]
reminder	Remind me in a week to unblock Sean from Whatsapp.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME in a week ] to [SL:TODO unblock Sean from Whatsapp ] . ]
reminder	Remind Kate to mow the lawn Saturday morning.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Kate ] to [SL:TODO mow the lawn ] [SL:DATE_TIME Saturday morning ] . ]
reminder	I should write a thank you note for the churchs nice gesture. Can you remind me to do that tonight before 8pm?	[IN:CREATE_REMINDER I should [SL:TODO write a thank you note for the churchs nice gesture ] . Can you remind [SL:PERSON_REMINDED me ] to do that [SL:DATE_TIME tonight before 8 pm ] ? ]
reminder	Remind me to pick up Ice cream	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO pick up Ice cream ] ]
reminder	Change my doctor's appointment on Thursday, August 2 from 1 p.m. to 2 p.m.	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:TODO my doctor 's appointment ] [SL:DATE_TIME on Thursday , August 2 from 1 p.m . ] [SL:DATE_TIME_NEW to 2 p.m . ] ]
reminder	remind me to Remove the alert on my reminder about call tom at 6 pm.	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO Remove the alert on my reminder about call tom ] [SL:DATE_TIME at 6 pm ] . ]
reminder	please remind me to send out invitations to husbands retirement party this weekend	[IN:CREATE_REMINDER please remind [SL:PERSON_REMINDED me ] to [SL:TODO send out invitations to husbands retirement party ] [SL:DATE_TIME this weekend ] ]
reminder	Remind me to bring Ashley to the movies	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO bring Ashley to the movies ] ]
reminder	cancel the reminder for biology study group today	[IN:DELETE_REMINDER cancel the reminder for [SL:TODO biology study group ] [SL:DATE_TIME today ] ]
reminder	remind me about my moms anniversary party on Saturday	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] about [SL:TODO my moms anniversary party ] [SL:DATE_TIME on Saturday ] ]
reminder	Drop a reminder on the ufc event	[IN:CREATE_REMINDER Drop a reminder on [SL:TODO the ufc event ] ]
reminder	Do I have any reminders for Monday afternoon?	[IN:GET_REMINDER Do [SL:PERSON_REMINDED I ] have any reminders [SL:DATE_TIME for Monday afternoon ] ? ]
reminder	Remind me to stop and get gas tomorrow at 7am.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO stop and get gas ] [SL:DATE_TIME tomorrow at 7 am ] . ]
reminder	Remind me of my children's dentist appointment the day before the appointment.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] of [SL:TODO my children 's dentist appointment ] [SL:DATE_TIME the day before the appointment ] . ]
reminder	Remind my husband to take his pills every night at 6 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:TODO take his pills ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every night ] [SL:DATE_TIME at 6 pm ] ] ] . ]
reminder	Set up a reminder two hours before my date on Sunday at 6 pm.	[IN:CREATE_REMINDER Set up a reminder [SL:DATE_TIME two hours before ] [SL:TODO [IN:GET_TODO [SL:TODO my date ] [SL:DATE_TIME on Sunday at 6 pm ] ] ] . ]
reminder	I need to study for my presentation; can you set a reminder on Wednesday?	[IN:CREATE_REMINDER [SL:PERSON_REMINDED I ] need to [SL:TODO study for my presentation ] ; can you set a reminder [SL:DATE_TIME on Wednesday ] ? ]
reminder	what reminders do i have set for tomorrow.	[IN:GET_REMINDER what reminders do [SL:PERSON_REMINDED i ] have set [SL:DATE_TIME for tomorrow ] . ]
reminder	Delete my reminder to get gas on the way to school pick up.	[IN:DELETE_REMINDER Delete [SL:PERSON_REMINDED my ] reminder to [SL:TODO get gas on the way to school pick up ] . ]
reminder	set a reminder to bring my headphones on vacation	[IN:CREATE_REMINDER set a reminder to [SL:TODO bring my headphones on vacation ] ]
reminder	Set an alert to put a hold on my mail this Friday	[IN:CREATE_REMINDER Set an alert to [SL:TODO put a hold on my mail ] [SL:DATE_TIME this Friday ] ]
reminder	Remind Brady and Jackson that we need to leave at 3; alert them an hour before.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED Brady ] and [SL:PERSON_REMINDED Jackson ] that we need to [SL:TODO [IN:GET_TODO [SL:TODO leave ] [SL:DATE_TIME at 3 ] ] ] ; alert them [SL:DATE_TIME an hour before ] . ]
reminder	Change my reminder to tomorrow.	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:PERSON_REMINDED my ] reminder to [SL:DATE_TIME_NEW tomorrow ] . ]
reminder	Remind the SCA members about the meeting on August 6th at 4pm	[IN:CREATE_REMINDER Remind the [SL:PERSON_REMINDED SCA members ] about [SL:TODO the meeting ] [SL:DATE_TIME on August 6th at 4 pm ] ]
reminder	Remind me 12 hours prior to my routine Dentist appointment, in personal calendar, that I have my recurring  dentist appointment automatically scheduled and  that I must prepare- I mean floss for  !	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME 12 hours prior ] to [SL:TODO my routine Dentist appointment ] , in personal calendar , that I have [SL:TODO my recurring dentist appointment automatically scheduled and that I must prepare - I mean floss for ] ! ]
reminder	Please set a daily reminder for 5pm to ensure my time card is filled out.	[IN:CREATE_REMINDER Please set a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder [SL:DATE_TIME for 5 pm ] to [SL:TODO ensure my time card is filled out ] . ]
reminder	Remind me to check my job alerts every evening at 6pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO check my job alerts ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every ] [SL:DATE_TIME evening at 6 pm ] ] ] . ]
reminder	Remind me to take the recycling to the disposal center on Friday next week	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO take the recycling to the disposal center ] [SL:DATE_TIME on Friday next week ] ]
reminder	Alert me that I have to pay the electricity bill due on the 30th of this month.	[IN:CREATE_REMINDER Alert [SL:PERSON_REMINDED me ] that I have to [SL:TODO pay the electricity bill due ] [SL:DATE_TIME on the 30th of this month ] . ]
reminder	remind me to check in for my flight next week	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO check in for my flight ] [SL:DATE_TIME next week ] ]
reminder	Remind me to text Jennifer tomorrow to invite her to the Sips and Sass dinner.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Jennifer ] [SL:DATE_TIME tomorrow ] to [SL:CONTENT_EXACT invite her to the Sips and Sass dinner ] ] ] . ]
reminder	Set reminder to make coffee in the morning.	[IN:CREATE_REMINDER Set reminder to [SL:TODO make coffee ] [SL:DATE_TIME in the morning ] . ]
reminder	What are my reminders for next week?	[IN:GET_REMINDER What are [SL:PERSON_REMINDED my ] reminders [SL:DATE_TIME for next week ] ? ]
reminder	Remind me to water the plants once a week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO water the plants ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY once a week ] ] ] . ]
reminder	WHEN IS THERE A REMINDER FOR ALICE'S DANCE CLASS?	[IN:GET_REMINDER WHEN IS THERE A REMINDER FOR [SL:TODO ALICE 'S DANCE CLASS ] ? ]
reminder	Remind me when to set the clocks back one hour this fall.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME when to set the clocks back one hour this fall ] . ]
reminder	I don't want to be late for work at 9 am; can you alert me 15 minutes before?	[IN:CREATE_REMINDER [SL:PERSON_REMINDED I ] don't want to be late for [SL:TODO [IN:GET_TODO [SL:TODO work ] [SL:DATE_TIME at 9 am ] ] ] ; can you alert me [SL:DATE_TIME 15 minutes before ] ? ]
reminder	Set a daily reminder at 12 pm to check the sales of my Fabric website.	[IN:CREATE_REMINDER Set a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder [SL:DATE_TIME at 12 pm ] to [SL:TODO check the sales of my Fabric website ] . ]
reminder	Remind me tonight to check on supply of paper towels.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME tonight ] to [SL:TODO check on supply of paper towels ] . ]
reminder	What reminders do I have for today?	[IN:GET_REMINDER What reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME for today ] ? ]
reminder	Please set up a daily reminder to go to bed at 10:30pm, except for Saturdays.	[IN:CREATE_REMINDER Please set up a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder to [SL:TODO [IN:GET_TODO [SL:TODO go to bed ] [SL:DATE_TIME at 10 : 30 pm , except for Saturdays ] ] ] . ]
reminder	i forgot to do my homework, remind me to do it later tonight.	[IN:CREATE_REMINDER i forgot to [SL:TODO do my homework ] , remind [SL:PERSON_REMINDED me ] to do it [SL:DATE_TIME later tonight ] . ]
reminder	Delete all reminders for the month of September.	[IN:DELETE_REMINDER Delete [SL:AMOUNT all ] reminders [SL:DATE_TIME for the month of September ] . ]
reminder	Remind me to pick up pads today	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO pick up pads ] [SL:DATE_TIME today ] ]
reminder	set a reminder to buy light bulbs for the bathroom	[IN:CREATE_REMINDER set a reminder to [SL:TODO buy light bulbs for the bathroom ] ]
reminder	Remind me to wake up at 6 for interview tomorrow	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO wake up ] [SL:DATE_TIME at 6 ] [SL:TODO for interview ] ] ] [SL:DATE_TIME tomorrow ] ]
reminder	Remind me Friday is trash day.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME Friday ] is [SL:TODO trash day ] . ]
reminder	Remind me each week to look at craft ideas on Pinterest.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY each week ] ] ] to [SL:TODO look at craft ideas on Pinterest ] . ]
reminder	remind me to book the Sedona helicopter tour tomorrow	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO book the Sedona helicopter tour ] [SL:DATE_TIME tomorrow ] ]
reminder	Remind me about my tutoring session on Sunday at 7 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] about [SL:TODO my tutoring session ] [SL:DATE_TIME on Sunday at 7 pm ] . ]
reminder	Set reminder for tomorrow's baby shower	[IN:CREATE_REMINDER Set reminder for [SL:TODO [IN:GET_TODO [SL:DATE_TIME tomorrow ] 's [SL:TODO baby shower ] ] ] ]
reminder	Set a reminder for our beach trip on Saturday	[IN:CREATE_REMINDER Set a reminder for [SL:TODO our beach trip ] [SL:DATE_TIME on Saturday ] ]
reminder	Remind me at 4:30pm when I get home to find the Great Clips coupon for Joe	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME at 4 : 30 pm ] when I get home to [SL:TODO find the Great Clips coupon for Joe ] ]
reminder	What reminders do I have after 5pm today?	[IN:GET_REMINDER What reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME after 5 pm today ] ? ]
reminder	Remind me to pick up a plumbing wrench at 5pm on Thursday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO pick up a plumbing wrench ] [SL:DATE_TIME at 5 pm on Thursday ] . ]
reminder	Remind about the school's field trip on Monday at 10am	[IN:CREATE_REMINDER Remind about [SL:TODO the school 's field trip ] [SL:DATE_TIME on Monday at 10 am ] ]
reminder	set an alert to go off 10 minutes to 2 pm.	[IN:CREATE_REMINDER set an alert to go off [SL:DATE_TIME 10 minutes to 2 pm ] . ]
reminder	Can you remind me that my meeting is at 5 pm?	[IN:CREATE_REMINDER Can you remind [SL:PERSON_REMINDED me ] that [SL:TODO my meeting is ] [SL:DATE_TIME at 5 pm ] ? ]
reminder	Remind me to give dog rabies shot every 3 years.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO give dog rabies shot ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every ] [SL:DATE_TIME 3 years ] ] ] . ]
reminder	Delete the reminder to attend class for tomorrow morning.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO attend class ] [SL:DATE_TIME for tomorrow morning ] . ]
reminder	I must be reminded to check Maria's mail everyday next week.	[IN:CREATE_REMINDER [SL:PERSON_REMINDED I ] must be reminded to [SL:TODO check Maria 's mail ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY everyday ] [SL:DATE_TIME next week ] ] ] . ]
reminder	Remind me to edit my essay tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO edit my essay ] [SL:DATE_TIME tonight ] . ]
reminder	I want to do something nice for my mom, please remind me to go shopping today at 5pm on Thursday.	[IN:CREATE_REMINDER I want to [SL:TODO do something nice for my mom ] , please remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO go shopping ] [SL:DATE_TIME today at 5 pm ] ] ] [SL:DATE_TIME on Thursday ] . ]
reminder	Remind me of Kindergarten Orientation on August 30th at 9 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] of [SL:TODO Kindergarten Orientation ] [SL:DATE_TIME on August 30th at 9 pm ] . ]
reminder	Remind David we only have 5 dog bones and need to order some.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED David ] [SL:TODO we only have 5 dog bones and need to order some ] . ]
reminder	Set a reminder for 1 hour before Shea's soccer game.	[IN:CREATE_REMINDER Set a reminder [SL:DATE_TIME for 1 hour before ] [SL:TODO Shea 's soccer game ] . ]
reminder	Remind me to water the plants every Monday	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO water the plants ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every ] [SL:DATE_TIME Monday ] ] ] ]
reminder	update my interview from 10:00am to 2:45pm next tuesday	[IN:UPDATE_REMINDER_DATE_TIME update [SL:TODO my interview ] from [SL:DATE_TIME 10 : 00 am ] to [SL:DATE_TIME_NEW 2 : 45 pm next tuesday ] ]
reminder	I need to leave the house at 10:30 in the morning, can you remind me an hour ahead of that	[IN:CREATE_REMINDER I need to [SL:TODO [IN:GET_TODO [SL:TODO leave the house ] [SL:DATE_TIME at 10 : 30 in the morning ] ] ] , can you remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME an hour ahead of that ] ]
