domain	utterance	semantic_parse
messaging	Like Virginia's photo sent in the group chat.	[IN:REACT_MESSAGE [SL:TYPE_REACTION Like ] [SL:RECIPIENT Virginia ] 's [SL:TYPE_CONTENT photo ] sent in the group chat . ]
messaging	Send a message to my client letting her know i am running late	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT my client ] letting her know [SL:CONTENT_EXACT i am running late ] ]
messaging	Send a message to Louise and ask if I left my wallet in her car.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Louise ] and ask if [SL:CONTENT_EXACT I left my wallet in her car ] . ]
messaging	Message Rick and ask what time will he arrive tomorrow morning.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Rick ] and ask [SL:CONTENT_EXACT what time will he arrive tomorrow morning ] . ]
messaging	Text Randy and see what he thought about the Tar Heels this past weekend.	[IN:SEND_MESSAGE Text [SL:RECIPIENT Randy ] and see [SL:CONTENT_EXACT what he thought about the Tar Heels this past weekend ] . ]
messaging	Send Jill a message asking her how late she'll be there	[IN:SEND_MESSAGE Send [SL:RECIPIENT Jill ] a message asking her [SL:CONTENT_EXACT how late she'll be there ] ]
messaging	send Eli a message that say happy birthday	[IN:SEND_MESSAGE send [SL:RECIPIENT Eli ] a message that say [SL:CONTENT_EXACT happy birthday ] ]
messaging	Put a sad face on mom's message.	[IN:REACT_MESSAGE Put a [SL:TYPE_REACTION sad face ] on [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] 's message . ]
messaging	Send a message to Bill to look for my wallet in his car	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Bill ] to [SL:CONTENT_EXACT look for my wallet in his car ] ]
messaging	Text yes to Bill and Mindy.	[IN:SEND_MESSAGE Text [SL:CONTENT_EXACT yes ] to [SL:RECIPIENT Bill ] and [SL:RECIPIENT Mindy ] . ]
messaging	Message Betsy to say I am going to be late	[IN:SEND_MESSAGE Message [SL:RECIPIENT Betsy ] to say [SL:CONTENT_EXACT I am going to be late ] ]
messaging	Could you message Tom to see where he'll be next week?	[IN:SEND_MESSAGE Could you message [SL:RECIPIENT Tom ] to see [SL:CONTENT_EXACT where he'll be next week ] ? ]
messaging	Message Teela asking if she wants to meet me at Arby's at 5:30.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Teela ] asking if [SL:CONTENT_EXACT she wants to meet me at Arby 's at 5 : 30 ] . ]
messaging	Tell Michelle to meet me at the bar in 3 hours.	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Michelle ] to [SL:CONTENT_EXACT meet me at the bar in 3 hours ] . ]
messaging	Message Stevie asking what time dinner will be ready?	[IN:SEND_MESSAGE Message [SL:RECIPIENT Stevie ] asking [SL:CONTENT_EXACT what time dinner will be ready ] ? ]
messaging	Ask Rita to  forward her sister's last picture	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Rita ] to [SL:CONTENT_EXACT forward her sister 's last picture ] ]
messaging	Message saying that I won't be able to make it today	[IN:SEND_MESSAGE Message saying that [SL:CONTENT_EXACT I won't be able to make it today ] ]
messaging	find out from jill when she plans to be here later	[IN:SEND_MESSAGE find out from [SL:RECIPIENT jill ] [SL:CONTENT_EXACT when she plans to be here later ] ]
messaging	Ask Lydia if she remembers the 'banana incident'	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Lydia ] if [SL:CONTENT_EXACT she remembers the ' banana incident ' ] ]
messaging	ask matt if he remembers our first date	[IN:SEND_MESSAGE ask [SL:RECIPIENT matt ] if [SL:CONTENT_EXACT he remembers our first date ] ]
messaging	Message Steve asking if he has my ID	[IN:SEND_MESSAGE Message [SL:RECIPIENT Steve ] asking if [SL:CONTENT_EXACT he has my ID ] ]
messaging	ask starla if she's going to the party friday	[IN:SEND_MESSAGE ask [SL:RECIPIENT starla ] if [SL:CONTENT_EXACT she 's going to the party friday ] ]
messaging	cancel message	[IN:CANCEL_MESSAGE cancel message ]
messaging	Ask Scott if he wants starbucks	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Scott ] if [SL:CONTENT_EXACT he wants starbucks ] ]
messaging	Send a message to Chris asking if he has heard the latest Metallica album yet	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Chris ] asking if [SL:CONTENT_EXACT he has heard the latest Metallica album yet ] ]
messaging	Send a message to Jackie asking her what she is bringing to Kelly's potluck.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Jackie ] asking her [SL:CONTENT_EXACT what she is bringing to Kelly 's potluck ] . ]
messaging	Ask David if he is going to be late.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT David ] if [SL:CONTENT_EXACT he is going to be late ] . ]
messaging	Message Darryl to ask when he'll arrive	[IN:SEND_MESSAGE Message [SL:RECIPIENT Darryl ] to ask [SL:CONTENT_EXACT when he'll arrive ] ]
messaging	Smile react to Janette's last message	[IN:REACT_MESSAGE [SL:TYPE_REACTION Smile react ] to [SL:RECIPIENT Janette ] 's [SL:ORDINAL last ] message ]
messaging	Message Dale that he left his phone at my house.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Dale ] that [SL:CONTENT_EXACT he left his phone at my house ] . ]
messaging	Text Stacie asking if her mom is okay	[IN:SEND_MESSAGE Text [SL:RECIPIENT Stacie ] asking if [SL:CONTENT_EXACT her mom is okay ] ]
messaging	Ask Ashley what time she will be here	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Ashley ] [SL:CONTENT_EXACT what time she will be here ] ]
messaging	Send a message saying that I am still planning on coming but will be late	[IN:SEND_MESSAGE Send a message saying that [SL:CONTENT_EXACT I am still planning on coming but will be late ] ]
messaging	Message Linda to meet me in the lobby bar at 6 pm	[IN:SEND_MESSAGE Message [SL:RECIPIENT Linda ] to [SL:CONTENT_EXACT meet me in the lobby bar at 6 pm ] ]
messaging	Message Dillon ask him to pick up milk	[IN:SEND_MESSAGE Message [SL:RECIPIENT Dillon ] ask him to [SL:CONTENT_EXACT pick up milk ] ]
messaging	Ask Rachel if she will be there tonight?	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Rachel ] if [SL:CONTENT_EXACT she will be there tonight ] ? ]
messaging	Message my sister to meet me at mom's house	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] to [SL:CONTENT_EXACT meet me at mom 's house ] ]
messaging	Message Casey to ask what she would like for dinner	[IN:SEND_MESSAGE Message [SL:RECIPIENT Casey ] to ask [SL:CONTENT_EXACT what she would like for dinner ] ]
messaging	Wow react to Fiona's message	[IN:REACT_MESSAGE [SL:TYPE_REACTION Wow ] react to [SL:RECIPIENT Fiona ] 's message ]
messaging	tell her I can meet her at city walk at 3 pm today	[IN:SEND_MESSAGE tell [SL:RECIPIENT her ] [SL:CONTENT_EXACT I can meet her at city walk at 3 pm today ] ]
messaging	Text Alex, not coming in today, call later	[IN:SEND_MESSAGE Text [SL:RECIPIENT Alex ] , [SL:CONTENT_EXACT not coming in today , call later ] ]
messaging	message Kira and Lena saying want to get drinks this week?	[IN:SEND_MESSAGE message [SL:RECIPIENT Kira ] and [SL:RECIPIENT Lena ] saying [SL:CONTENT_EXACT want to get drinks this week ] ? ]
messaging	text john and ask how the interview went.	[IN:SEND_MESSAGE text [SL:RECIPIENT john ] and ask [SL:CONTENT_EXACT how the interview went ] . ]
messaging	Send Joyce a message and tell her we will be visiting her this summer, so the kids can see her.	[IN:SEND_MESSAGE Send [SL:RECIPIENT Joyce ] a message and tell her [SL:CONTENT_EXACT we will be visiting her this summer , so the kids can see her ] . ]
messaging	Send message to Seth to tell him thank you for changing the oil in my car	[IN:SEND_MESSAGE Send message to [SL:RECIPIENT Seth ] to tell him [SL:CONTENT_EXACT thank you for changing the oil in my car ] ]
messaging	Send a text to Orville that says either way is fine.	[IN:SEND_MESSAGE Send a text to [SL:RECIPIENT Orville ] that says [SL:CONTENT_EXACT either way is fine ] . ]
messaging	Send a message to let Mom know I have to work Sunday	[IN:SEND_MESSAGE Send a message to let [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] know [SL:CONTENT_EXACT I have to work Sunday ] ]
messaging	Please message Carolyn and ask her if she's going to the beach tomorrow.	[IN:SEND_MESSAGE Please message [SL:RECIPIENT Carolyn ] and ask her if [SL:CONTENT_EXACT she 's going to the beach tomorrow ] . ]
messaging	send message to mom asking her whats for dinner	[IN:SEND_MESSAGE send message to [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] asking her [SL:CONTENT_EXACT whats for dinner ] ]
messaging	Send my mom a text saying I love you.	[IN:SEND_MESSAGE Send [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] a text saying [SL:CONTENT_EXACT I love you ] . ]
messaging	Send a message to Coach Nick and ask what time the game is at.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Coach Nick ] and ask [SL:CONTENT_EXACT what time the game is at ] . ]
messaging	Message Liam asking if he has my keys.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Liam ] asking if [SL:CONTENT_EXACT he has my keys ] . ]
messaging	Message Kristina and ask her if she would like to get together this weekend	[IN:SEND_MESSAGE Message [SL:RECIPIENT Kristina ] and ask her if [SL:CONTENT_EXACT she would like to get together this weekend ] ]
messaging	Message Han asking if she has my jacket	[IN:SEND_MESSAGE Message [SL:RECIPIENT Han ] asking if [SL:CONTENT_EXACT she has my jacket ] ]
messaging	Message I lost my tablet. Have you seen it?	[IN:SEND_MESSAGE Message [SL:CONTENT_EXACT I lost my tablet . Have you seen it ] ? ]
messaging	Like all the messages in the read along book club group	[IN:REACT_MESSAGE [SL:TYPE_REACTION Like ] all the messages in the [SL:GROUP read along book club ] group ]
messaging	Message Andrea when I can drop off her Mary Kay order.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Andrea ] [SL:CONTENT_EXACT when I can drop off her Mary Kay order ] . ]
messaging	text the school director and ask if there are any updates on the waiting list	[IN:SEND_MESSAGE text [SL:RECIPIENT the school director ] and ask if [SL:CONTENT_EXACT there are any updates on the waiting list ] ]
messaging	message Cheryl asking if she received the spreadsheet I just emailed.	[IN:SEND_MESSAGE message [SL:RECIPIENT Cheryl ] asking if [SL:CONTENT_EXACT she received the spreadsheet I just emailed ] . ]
messaging	Like the message from my niece.	[IN:REACT_MESSAGE [SL:TYPE_REACTION Like ] the message from [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION niece ] ] ] . ]
messaging	message vinny and ask him if he can buy the tickets	[IN:SEND_MESSAGE message [SL:RECIPIENT vinny ] and ask him if [SL:CONTENT_EXACT he can buy the tickets ] ]
messaging	Message adam if he wants food	[IN:SEND_MESSAGE Message [SL:RECIPIENT adam ] if [SL:CONTENT_EXACT he wants food ] ]
messaging	Message Lydia and ask if she's done with my ladder yet.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Lydia ] and ask if [SL:CONTENT_EXACT she 's done with my ladder yet ] . ]
messaging	Send Nicholas a message stating that I need a ride in one hour from now.	[IN:SEND_MESSAGE Send [SL:RECIPIENT Nicholas ] a message stating that [SL:CONTENT_EXACT I need a ride in one hour from now ] . ]
messaging	send maryann a message and let her know i will be about 15 min late	[IN:SEND_MESSAGE send [SL:RECIPIENT maryann ] a message and let her know [SL:CONTENT_EXACT i will be about 15 min late ] ]
messaging	Message Holly and tell her to meet me at the local supermarket on Central Avenue in two hours from now.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Holly ] and tell her to [SL:CONTENT_EXACT meet me at the local supermarket on Central Avenue in two hours from now ] . ]
messaging	Please contact my hair dresser and ask if she can squeeze me in tomorrow evening	[IN:SEND_MESSAGE Please contact [SL:RECIPIENT my hair dresser ] and ask if [SL:CONTENT_EXACT she can squeeze me in tomorrow evening ] ]
messaging	Send Chris a message asking him if he wants to play pool this weekend.	[IN:SEND_MESSAGE Send [SL:RECIPIENT Chris ] a message asking him if [SL:CONTENT_EXACT he wants to play pool this weekend ] . ]
messaging	Please message Cricket and tell her Happy Birthday.	[IN:SEND_MESSAGE Please message [SL:RECIPIENT Cricket ] and tell her [SL:CONTENT_EXACT Happy Birthday ] . ]
messaging	Ask Ron if he needs me to stop anywhere on my way home>	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Ron ] if [SL:CONTENT_EXACT he needs me to stop anywhere on my way home ] > ]
messaging	Send a message to No and tell him that I lost my keys	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT No ] and tell him that [SL:CONTENT_EXACT I lost my keys ] ]
messaging	Message Lakshmi that I miss her a lot.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Lakshmi ] that [SL:CONTENT_EXACT I miss her a lot ] . ]
messaging	Send message to Albino that I will be super late	[IN:SEND_MESSAGE Send message to [SL:RECIPIENT Albino ] that [SL:CONTENT_EXACT I will be super late ] ]
messaging	Message Paul and ask if he and pat are free for dinner	[IN:SEND_MESSAGE Message [SL:RECIPIENT Paul ] and ask if [SL:CONTENT_EXACT he and pat are free for dinner ] ]
messaging	Tell Cooper to meet me at the restaurant	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Cooper ] to [SL:CONTENT_EXACT meet me at the restaurant ] ]
messaging	Show a laugh reaction on Rich's message	[IN:REACT_MESSAGE Show a [SL:TYPE_REACTION laugh ] reaction on [SL:RECIPIENT Rich ] 's message ]
messaging	Send James a message asking when he leaves	[IN:SEND_MESSAGE Send [SL:RECIPIENT James ] a message asking [SL:CONTENT_EXACT when he leaves ] ]
messaging	Message Judy to meet me at the front lobby at noon to go to lunch	[IN:SEND_MESSAGE Message [SL:RECIPIENT Judy ] to [SL:CONTENT_EXACT meet me at the front lobby at noon to go to lunch ] ]
messaging	send glenda a message saying: congrats on the promotion!	[IN:SEND_MESSAGE send [SL:RECIPIENT glenda ] a message saying : [SL:CONTENT_EXACT congrats on the promotion ] ! ]
messaging	Send a message to Billy asking what time Jayden's party starts.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Billy ] asking [SL:CONTENT_EXACT what time Jayden 's party starts ] . ]
messaging	Advise Kelly it's on the 5th	[IN:SEND_MESSAGE Advise [SL:RECIPIENT Kelly ] [SL:CONTENT_EXACT it 's on the 5th ] ]
messaging	let Joy know I sent a gift for her party	[IN:SEND_MESSAGE let [SL:RECIPIENT Joy ] know [SL:CONTENT_EXACT I sent a gift for her party ] ]
messaging	Message Joseph and ask what does he need that can be mailed easily.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Joseph ] and ask [SL:CONTENT_EXACT what does he need that can be mailed easily ] . ]
messaging	Message the library that my book is due tomorrow	[IN:SEND_MESSAGE Message [SL:RECIPIENT the library ] that [SL:CONTENT_EXACT my book is due tomorrow ] ]
messaging	Message Daniel and tell him I want to meet up at Juliet	[IN:SEND_MESSAGE Message [SL:RECIPIENT Daniel ] and tell him [SL:CONTENT_EXACT I want to meet up at Juliet ] ]
messaging	send im running late to Cotos	[IN:SEND_MESSAGE send [SL:CONTENT_EXACT im running late ] to [SL:RECIPIENT Cotos ] ]
messaging	send a message to my florida friends that the weather is going to be nice	[IN:SEND_MESSAGE send a message to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:LOCATION_HOME florida ] [SL:TYPE_RELATION friends ] ] ] that [SL:CONTENT_EXACT the weather is going to be nice ] ]
messaging	message bob saying hi	[IN:SEND_MESSAGE message [SL:RECIPIENT bob ] saying [SL:CONTENT_EXACT hi ] ]
messaging	message Lulia to wear red dress for the event	[IN:SEND_MESSAGE message [SL:RECIPIENT Lulia ] to [SL:CONTENT_EXACT wear red dress for the event ] ]
messaging	Message Chris and ask if he will be home tonight.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Chris ] and ask if [SL:CONTENT_EXACT he will be home tonight ] . ]
messaging	Message Shanti saying 'rofl, did you see Meena's silly post?'	[IN:SEND_MESSAGE Message [SL:RECIPIENT Shanti ] saying ' [SL:CONTENT_EXACT rofl , did you see Meena 's silly post ] ? ' ]
messaging	message my mom and say eleven am	[IN:SEND_MESSAGE message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] and say [SL:CONTENT_EXACT eleven am ] ]
messaging	ask dad to send me the videos he showed me earlier	[IN:SEND_MESSAGE ask [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION dad ] ] ] to [SL:CONTENT_EXACT send me the videos he showed me earlier ] ]
messaging	Message Sadie and ask if she borrowed my Kindle.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Sadie ] and ask if [SL:CONTENT_EXACT she borrowed my Kindle ] . ]
messaging	Message the last person that message me that I'm in a meeting	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_MESSAGE the [SL:ORDINAL last ] person that message [SL:RECIPIENT me ] ] ] that [SL:CONTENT_EXACT I'm in a meeting ] ]
messaging	Message Rob asking what time to be there	[IN:SEND_MESSAGE Message [SL:RECIPIENT Rob ] asking [SL:CONTENT_EXACT what time to be there ] ]
messaging	send susan penn a happy birthday message	[IN:SEND_MESSAGE send [SL:RECIPIENT susan penn ] a [SL:CONTENT_EXACT happy birthday ] message ]
messaging	tell Jill to order me a pepperoni pizza and an iced tea	[IN:SEND_MESSAGE tell [SL:RECIPIENT Jill ] to [SL:CONTENT_EXACT order me a pepperoni pizza and an iced tea ] ]
messaging	Message Daniel and ask if he took the vacuum in for repair	[IN:SEND_MESSAGE Message [SL:RECIPIENT Daniel ] and ask if [SL:CONTENT_EXACT he took the vacuum in for repair ] ]
messaging	Please send a text to Tammy and ask her if she will be running late.	[IN:SEND_MESSAGE Please send a text to [SL:RECIPIENT Tammy ] and ask her if [SL:CONTENT_EXACT she will be running late ] . ]
messaging	ASK PHIL IF HE KNOWS THE WAY TO THE FIREWORKS SHOW	[IN:SEND_MESSAGE ASK [SL:RECIPIENT PHIL ] IF [SL:CONTENT_EXACT HE KNOWS THE WAY TO THE FIREWORKS SHOW ] ]
messaging	Ask if Corrine is going to be on time.	[IN:SEND_MESSAGE Ask if [SL:CONTENT_EXACT Corrine is going to be on time ] . ]
messaging	Sending sad reaction to last message	[IN:REACT_MESSAGE Sending [SL:TYPE_REACTION sad reaction ] to [SL:ORDINAL last ] message ]
messaging	Send a message to Paul that I will arrive about 15 minutes late to the meeting	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Paul ] that [SL:CONTENT_EXACT I will arrive about 15 minutes late to the meeting ] ]
messaging	Ask Jon if he will be on time for our show	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Jon ] if [SL:CONTENT_EXACT he will be on time for our show ] ]
messaging	Message my husband and tell him to meet me on 1st Street	[IN:SEND_MESSAGE Message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] and tell him to [SL:CONTENT_EXACT meet me on 1st Street ] ]
messaging	Send a message to James that I have to reschedule.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT James ] that [SL:CONTENT_EXACT I have to reschedule ] . ]
messaging	Send a message to Satapana that I will be at the wedding	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Satapana ] that [SL:CONTENT_EXACT I will be at the wedding ] ]
messaging	Send a message to Lewis that I will be there tomorrow at 6.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Lewis ] that [SL:CONTENT_EXACT I will be there tomorrow at 6 ] . ]
messaging	Send a message to Ms Davis that Joey will be late	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Ms Davis ] that [SL:CONTENT_EXACT Joey will be late ] ]
messaging	Like Beverly's message	[IN:REACT_MESSAGE [SL:TYPE_REACTION Like ] [SL:RECIPIENT Beverly ] 's message ]
messaging	Please send Liam a message to check in on his new apartment.	[IN:SEND_MESSAGE Please send [SL:RECIPIENT Liam ] a message to [SL:CONTENT_EXACT check in on his new apartment ] . ]
messaging	Text him to let him know I'm on my way.	[IN:SEND_MESSAGE Text [SL:RECIPIENT him ] to let him know [SL:CONTENT_EXACT I'm on my way ] . ]
messaging	Tell my son I'll be online at 630 this evening until 730	[IN:SEND_MESSAGE Tell [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION son ] ] ] [SL:CONTENT_EXACT I'll be online at 630 this evening until 730 ] ]
messaging	Ask Sammy in a text if she can meet me at seven at The Inn	[IN:SEND_MESSAGE Ask [SL:RECIPIENT Sammy ] in a text if [SL:CONTENT_EXACT she can meet me at seven at The Inn ] ]
messaging	message bill that I locked up the front gate	[IN:SEND_MESSAGE message [SL:RECIPIENT bill ] that [SL:CONTENT_EXACT I locked up the front gate ] ]
messaging	Message Sophie and tell her that I love her	[IN:SEND_MESSAGE Message [SL:RECIPIENT Sophie ] and tell her that [SL:CONTENT_EXACT I love her ] ]
messaging	tell jobe that the offer is still on and i need him to message me if he wants the details	[IN:SEND_MESSAGE tell [SL:RECIPIENT jobe ] that [SL:CONTENT_EXACT the offer is still on and i need him to message me if he wants the details ] ]
messaging	message my sister if she wants to meet for drinks downtown	[IN:SEND_MESSAGE message [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] if [SL:CONTENT_EXACT she wants to meet for drinks downtown ] ]
messaging	please send jenna a text letting her know we will be meeting up at 5 instead of 6	[IN:SEND_MESSAGE please send [SL:RECIPIENT jenna ] a text letting her know [SL:CONTENT_EXACT we will be meeting up at 5 instead of 6 ] ]
messaging	Dislike the message that was sent last	[IN:REACT_MESSAGE [SL:TYPE_REACTION Dislike ] the message that was sent [SL:ORDINAL last ] ]
messaging	send a text to my brother adn tell him to remember batteris	[IN:SEND_MESSAGE send a text to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] adn tell him to [SL:CONTENT_EXACT remember batteris ] ]
messaging	Please text everyone coming tonight and say it is still on	[IN:SEND_MESSAGE Please text [SL:RECIPIENT [IN:GET_EVENT_ATTENDEE everyone coming [SL:DATE_TIME tonight ] ] ] and say [SL:CONTENT_EXACT it is still on ] ]
messaging	Advise Trish in the message to come prepared to Thursday's legal proceedings.	[IN:SEND_MESSAGE Advise [SL:RECIPIENT Trish ] in the message to [SL:CONTENT_EXACT come prepared to Thursday 's legal proceedings ] . ]
messaging	Please message Jason and ask him what time the game is tomorrow.	[IN:SEND_MESSAGE Please message [SL:RECIPIENT Jason ] and ask him [SL:CONTENT_EXACT what time the game is tomorrow ] . ]
messaging	Send kissing face emoji to my husband and say I miss you	[IN:SEND_MESSAGE Send [SL:CONTENT_EMOJI kissing face emoji ] to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] and say [SL:CONTENT_EXACT I miss you ] ]
messaging	Like that message from my Star Wars group	[IN:REACT_MESSAGE [SL:TYPE_REACTION Like ] that message from my [SL:GROUP Star Wars ] group ]
messaging	Send a message saying I will be there.	[IN:SEND_MESSAGE Send a message saying [SL:CONTENT_EXACT I will be there ] . ]
messaging	Ask George when the pizza delivery guy said he would be there.	[IN:SEND_MESSAGE Ask [SL:RECIPIENT George ] [SL:CONTENT_EXACT when the pizza delivery guy said he would be there ] . ]
messaging	Tell Richie to meet me in the lobby.	[IN:SEND_MESSAGE Tell [SL:RECIPIENT Richie ] to [SL:CONTENT_EXACT meet me in the lobby ] . ]
messaging	Message Samantha asking if he has my book.	[IN:SEND_MESSAGE Message [SL:RECIPIENT Samantha ] asking if [SL:CONTENT_EXACT he has my book ] . ]
messaging	Message Jacky asking him to come over	[IN:SEND_MESSAGE Message [SL:RECIPIENT Jacky ] asking him to [SL:CONTENT_EXACT come over ] ]
messaging	Send a message to my dad and ask if he has a screwdriver in his garage.	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION dad ] ] ] and ask if [SL:CONTENT_EXACT he has a screwdriver in his garage ] . ]
messaging	ask julie if she can give me a ride to the airport on june 30th at 11 am	[IN:SEND_MESSAGE ask [SL:RECIPIENT julie ] if [SL:CONTENT_EXACT she can give me a ride to the airport on june 30th at 11 am ] ]
