domain	utterance	semantic_parse
event	Are there any music events this month	[IN:GET_EVENT Are there any [SL:CATEGORY_EVENT music events ] [SL:DATE_TIME this month ] ]
event	Holiday festivals near me this weekend	[IN:GET_EVENT [SL:DATE_TIME Holiday ] [SL:CATEGORY_EVENT festivals ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] [SL:DATE_TIME this weekend ] ]
event	free concerts in Orlando next week	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT free ] [SL:CATEGORY_EVENT concerts ] in [SL:LOCATION Orlando ] [SL:DATE_TIME next week ] ]
event	Motorcycle rallies in 2018	[IN:GET_EVENT [SL:CATEGORY_EVENT Motorcycle rallies ] [SL:DATE_TIME in 2018 ] ]
event	What's fun around here	[IN:GET_EVENT What 's fun [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS around ] [SL:LOCATION_USER here ] ] ] ]
event	Festivals near me	[IN:GET_EVENT [SL:CATEGORY_EVENT Festivals ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] ]
event	When is the next Miley Cyrus concert	[IN:GET_EVENT When is the [SL:ORDINAL next ] [SL:NAME_EVENT Miley Cyrus ] [SL:CATEGORY_EVENT concert ] ]
event	New years eve parties	[IN:GET_EVENT [SL:DATE_TIME New years eve ] [SL:CATEGORY_EVENT parties ] ]
event	When will the next eclipse be?	[IN:GET_EVENT When will the [SL:ORDINAL next ] [SL:CATEGORY_EVENT eclipse ] be ? ]
event	Museum shows in the city this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT Museum shows ] in [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the city ] ] ] [SL:DATE_TIME this weekend ] ]
event	Music events in Charleston next month	[IN:GET_EVENT [SL:CATEGORY_EVENT Music events ] in [SL:LOCATION Charleston ] [SL:DATE_TIME next month ] ]
event	What family activities are happening in Placer County	[IN:GET_EVENT What [SL:ATTRIBUTE_EVENT family ] [SL:CATEGORY_EVENT activities ] are happening in [SL:LOCATION Placer County ] ]
event	Free festivals in Charlotte next year	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT Free ] [SL:CATEGORY_EVENT festivals ] in [SL:LOCATION Charlotte ] [SL:DATE_TIME next year ] ]
event	concerts by janet jackson	[IN:GET_EVENT [SL:CATEGORY_EVENT concerts ] by [SL:NAME_EVENT janet jackson ] ]
event	Christmas music events in Tampa this friday	[IN:GET_EVENT [SL:DATE_TIME Christmas ] [SL:CATEGORY_EVENT music ] events in [SL:LOCATION Tampa ] [SL:DATE_TIME this friday ] ]
event	Movie in the park events nearby this week	[IN:GET_EVENT [SL:CATEGORY_EVENT Movie ] in [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the park ] ] ] events [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER nearby ] ] ] [SL:DATE_TIME this week ] ]
event	Escape the room tickets for this weekend in Philadelphia	[IN:UNSUPPORTED_EVENT Escape the room tickets for this weekend in Philadelphia ]
event	events this weekend	[IN:GET_EVENT events [SL:DATE_TIME this weekend ] ]
event	Where does the Nutcracker play the week of before Christmas	[IN:GET_EVENT Where does [SL:CATEGORY_EVENT the Nutcracker play ] [SL:DATE_TIME the week of before Christmas ] ]
event	The best place to go dancing on Friday night in Roseville	[IN:GET_EVENT The best place to go [SL:CATEGORY_EVENT dancing ] [SL:DATE_TIME on Friday night ] in [SL:LOCATION Roseville ] ]
event	where can I go cross country skiing	[IN:GET_EVENT where can I go [SL:CATEGORY_EVENT cross country skiing ] ]
event	Anything fun to do this weekend	[IN:GET_EVENT Anything fun to do [SL:DATE_TIME this weekend ] ]
event	what is there to do in Portland tonight	[IN:GET_EVENT what is there to do in [SL:LOCATION Portland ] [SL:DATE_TIME tonight ] ]
event	What Broadway shows are currently playing in New York	[IN:GET_EVENT What [SL:CATEGORY_EVENT Broadway shows ] are currently playing in [SL:LOCATION New York ] ]
event	Any good classical musicals going on in Portland next week	[IN:GET_EVENT Any good [SL:CATEGORY_EVENT classical musicals ] going on in [SL:LOCATION Portland ] [SL:DATE_TIME next week ] ]
event	What cruises are leaving out of Galveston in April	[IN:GET_EVENT What [SL:CATEGORY_EVENT cruises ] are leaving out of [SL:LOCATION Galveston ] [SL:DATE_TIME in April ] ]
event	I'm looking for any Broadway show happening tonight	[IN:GET_EVENT I'm looking for any [SL:CATEGORY_EVENT Broadway show ] happening [SL:DATE_TIME tonight ] ]
event	what are the dates for the Boat Parade of lights in Havasu this month	[IN:GET_EVENT what are the dates for [SL:CATEGORY_EVENT the Boat Parade of lights ] in [SL:LOCATION Havasu ] [SL:DATE_TIME this month ] ]
event	Whats going on Saturday Night	[IN:GET_EVENT Whats going on [SL:DATE_TIME Saturday Night ] ]
event	Country concerts in Portland in January	[IN:GET_EVENT [SL:CATEGORY_EVENT Country concerts ] in [SL:LOCATION Portland ] [SL:DATE_TIME in January ] ]
event	Any live wrestling shows in town this weekend	[IN:GET_EVENT Any [SL:CATEGORY_EVENT live wrestling shows ] in [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION town ] ] ] [SL:DATE_TIME this weekend ] ]
event	What shows are at the Stadium Theater in January	[IN:GET_EVENT What [SL:CATEGORY_EVENT shows ] are at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Stadium Theater ] ] ] [SL:DATE_TIME in January ] ]
event	Holland Center concerts next month	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP Holland Center ] ] ] [SL:CATEGORY_EVENT concerts ] [SL:DATE_TIME next month ] ]
event	What is happening near me	[IN:GET_EVENT What is happening [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] ]
event	Christmas events	[IN:GET_EVENT [SL:DATE_TIME Christmas ] events ]
event	Any fun events this weekend	[IN:GET_EVENT Any fun events [SL:DATE_TIME this weekend ] ]
event	Is there a horse show in Longmont soon	[IN:GET_EVENT Is there [SL:CATEGORY_EVENT a horse show ] in [SL:LOCATION Longmont ] soon ]
event	any music events this weekend	[IN:GET_EVENT any [SL:CATEGORY_EVENT music events ] [SL:DATE_TIME this weekend ] ]
event	Events happening within a 30 mile radius of me, happening today	[IN:GET_EVENT Events happening [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS within a 30 mile radius of ] [SL:LOCATION_USER me ] ] ] , happening [SL:DATE_TIME today ] ]
event	ideas on what to do in San Francisco today	[IN:GET_EVENT ideas on what to do in [SL:LOCATION San Francisco ] [SL:DATE_TIME today ] ]
event	Is there some sort of Christmas festival in Carmel this year	[IN:GET_EVENT Is there some sort of [SL:DATE_TIME Christmas ] [SL:CATEGORY_EVENT festival ] in [SL:LOCATION Carmel ] [SL:DATE_TIME this year ] ]
event	Whats happening this weekend	[IN:GET_EVENT Whats happening [SL:DATE_TIME this weekend ] ]
event	Things to do in SF tonight	[IN:GET_EVENT Things to do in [SL:LOCATION SF ] [SL:DATE_TIME tonight ] ]
event	are there any rock concerts in december in my town	[IN:GET_EVENT are there any [SL:CATEGORY_EVENT rock concerts ] [SL:DATE_TIME in december ] in [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT my ] town ] ] ]
event	Parties tomorrow in Los Angeles	[IN:GET_EVENT [SL:CATEGORY_EVENT Parties ] [SL:DATE_TIME tomorrow ] in [SL:LOCATION Los Angeles ] ]
event	concerts in Vegas next year	[IN:GET_EVENT [SL:CATEGORY_EVENT concerts ] in [SL:LOCATION Vegas ] [SL:DATE_TIME next year ] ]
event	I want to see a concert tonight, is there anything going on near me	[IN:GET_EVENT I want to see [SL:CATEGORY_EVENT a concert ] [SL:DATE_TIME tonight ] , is there anything going on [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] ]
event	what's going on in harrisburg, pa at the end of this month	[IN:GET_EVENT what 's going on in [SL:LOCATION harrisburg , pa ] [SL:DATE_TIME at the end of this month ] ]
event	Things to do in Boston this weekend	[IN:GET_EVENT Things to do in [SL:LOCATION Boston ] [SL:DATE_TIME this weekend ] ]
event	Crafts shows coming up	[IN:GET_EVENT [SL:CATEGORY_EVENT Crafts shows ] coming up ]
event	Things to do in Austell, Georgia	[IN:GET_EVENT Things to do in [SL:LOCATION Austell , Georgia ] ]
event	concerts by hall and oates this month	[IN:GET_EVENT [SL:CATEGORY_EVENT concerts ] by [SL:NAME_EVENT hall and oates ] [SL:DATE_TIME this month ] ]
event	coffee house and music	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION coffee house ] ] ] and [SL:CATEGORY_EVENT music ] ]
event	Things to do in Cleveland next weekend	[IN:GET_EVENT Things to do in [SL:LOCATION Cleveland ] [SL:DATE_TIME next weekend ] ]
event	Anything cool going on in hardy tonight	[IN:GET_EVENT Anything cool going on in [SL:LOCATION hardy ] [SL:DATE_TIME tonight ] ]
event	concerts by Pentatonix	[IN:GET_EVENT [SL:CATEGORY_EVENT concerts ] by [SL:NAME_EVENT Pentatonix ] ]
event	What is there to do in Seattle this week	[IN:GET_EVENT What is there to do in [SL:LOCATION Seattle ] [SL:DATE_TIME this week ] ]
event	beer tasting in Albuquerque for March	[IN:GET_EVENT [SL:CATEGORY_EVENT beer tasting ] in [SL:LOCATION Albuquerque ] for [SL:DATE_TIME March ] ]
event	Any good concerts tonight	[IN:GET_EVENT Any good [SL:CATEGORY_EVENT concerts ] [SL:DATE_TIME tonight ] ]
event	things to do in weekend mornings	[IN:GET_EVENT things to do [SL:DATE_TIME in weekend mornings ] ]
event	harry styles concert within the next month	[IN:GET_EVENT [SL:NAME_EVENT harry styles ] [SL:CATEGORY_EVENT concert ] [SL:DATE_TIME within the next month ] ]
event	where are the fall festivals in orlando	[IN:GET_EVENT where are [SL:CATEGORY_EVENT the fall festivals ] in [SL:LOCATION orlando ] ]
event	Is there a Hearthstone Fireside Gathering in Los Angeles next week	[IN:GET_EVENT Is there [SL:CATEGORY_EVENT a Hearthstone Fireside Gathering ] in [SL:LOCATION Los Angeles ] [SL:DATE_TIME next week ] ]
event	things to do for kids 5 and under on Saturday night in Las Vegas	[IN:GET_EVENT things to do for [SL:ATTRIBUTE_EVENT kids 5 and under ] [SL:DATE_TIME on Saturday night ] in [SL:LOCATION Las Vegas ] ]
event	Events for families tomorrow downtown	[IN:GET_EVENT Events for [SL:ATTRIBUTE_EVENT families ] [SL:DATE_TIME tomorrow ] [SL:LOCATION downtown ] ]
event	Christmas parties in Portland please	[IN:GET_EVENT [SL:DATE_TIME Christmas ] [SL:CATEGORY_EVENT parties ] in [SL:LOCATION Portland ] please ]
event	What is happening in Silver spring over the weekend	[IN:GET_EVENT What is happening in [SL:LOCATION Silver spring ] [SL:DATE_TIME over the weekend ] ]
event	Bruno Mars concerts in Cleveland this year	[IN:GET_EVENT [SL:NAME_EVENT Bruno Mars ] [SL:CATEGORY_EVENT concerts ] in [SL:LOCATION Cleveland ] [SL:DATE_TIME this year ] ]
event	Things to do In Miami	[IN:GET_EVENT Things to do In [SL:LOCATION Miami ] ]
event	Concerts by Justin Timberlake for this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT Concerts ] by [SL:NAME_EVENT Justin Timberlake ] [SL:DATE_TIME for this weekend ] ]
event	Pennington Gap Virginia for fun	[IN:GET_EVENT [SL:LOCATION Pennington Gap Virginia ] for fun ]
event	COncerts by Billy Joel next week	[IN:GET_EVENT [SL:CATEGORY_EVENT COncerts ] by [SL:NAME_EVENT Billy Joel ] [SL:DATE_TIME next week ] ]
event	What's up in Las Vegas this weekend	[IN:GET_EVENT What 's up in [SL:LOCATION Las Vegas ] [SL:DATE_TIME this weekend ] ]
event	Christmas activities in katy this weekend	[IN:GET_EVENT [SL:DATE_TIME Christmas ] [SL:CATEGORY_EVENT activities ] in [SL:LOCATION katy ] [SL:DATE_TIME this weekend ] ]
event	any parties	[IN:GET_EVENT any [SL:CATEGORY_EVENT parties ] ]
event	music events this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT music events ] [SL:DATE_TIME this weekend ] ]
event	Funny acts in Dallas this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT Funny acts ] in [SL:LOCATION Dallas ] [SL:DATE_TIME this weekend ] ]
event	Gamestop Expo details please	[IN:GET_EVENT [SL:CATEGORY_EVENT Gamestop Expo ] details please ]
event	show me book readings in valencia this week	[IN:GET_EVENT show me [SL:CATEGORY_EVENT book readings ] in [SL:LOCATION valencia ] [SL:DATE_TIME this week ] ]
event	Stand up Comedy in Chicago on December 23	[IN:GET_EVENT [SL:CATEGORY_EVENT Stand up Comedy ] in [SL:LOCATION Chicago ] [SL:DATE_TIME on December 23 ] ]
event	craft classes in Chicago Fridays afternoon	[IN:GET_EVENT [SL:CATEGORY_EVENT craft classes ] in [SL:LOCATION Chicago ] [SL:DATE_TIME Fridays afternoon ] ]
event	food events in atlanta this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT food events ] in [SL:LOCATION atlanta ] [SL:DATE_TIME this weekend ] ]
event	List all cool things to do in Iceland	[IN:GET_EVENT List all cool things to do in [SL:LOCATION Iceland ] ]
event	events in Vegas this weekend	[IN:GET_EVENT events in [SL:LOCATION Vegas ] [SL:DATE_TIME this weekend ] ]
event	christmas events at the birmingham zoo	[IN:GET_EVENT [SL:DATE_TIME christmas ] events at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the birmingham zoo ] ] ] ]
event	any skating events in windham	[IN:GET_EVENT any [SL:CATEGORY_EVENT skating events ] in [SL:LOCATION windham ] ]
event	What Off Broadway shows are showing at the Lennon theater in New York City the first week in February	[IN:GET_EVENT What [SL:CATEGORY_EVENT Off Broadway shows ] are showing at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Lennon theater ] in [SL:LOCATION_MODIFIER New York City ] ] ] [SL:DATE_TIME the first week in February ] ]
event	What events does the St Louis history museum have today	[IN:GET_EVENT What events does [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the St Louis history museum ] ] ] have [SL:DATE_TIME today ] ]
event	beauty and beast play showing in theatre in fort worth soon	[IN:GET_EVENT [SL:CATEGORY_EVENT beauty and beast play ] showing in [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION theatre ] in [SL:LOCATION_MODIFIER fort worth ] ] ] soon ]
event	Who has the best children's entertainment in South Boston, Va	[IN:GET_EVENT Who has the best [SL:ATTRIBUTE_EVENT children ] 's [SL:CATEGORY_EVENT entertainment ] in [SL:LOCATION South Boston , Va ] ]
event	Circus events near me tonight	[IN:GET_EVENT [SL:CATEGORY_EVENT Circus events ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] [SL:DATE_TIME tonight ] ]
event	What is there to do this weekend	[IN:GET_EVENT What is there to do [SL:DATE_TIME this weekend ] ]
event	Best NYE party spots	[IN:GET_EVENT Best [SL:DATE_TIME NYE ] [SL:CATEGORY_EVENT party ] spots ]
event	Looking for something fun to do in Brigantine tomorrow night	[IN:GET_EVENT Looking for something fun to do in [SL:LOCATION Brigantine ] [SL:DATE_TIME tomorrow night ] ]
event	Is there any performance art in Washington DC in early March	[IN:GET_EVENT Is there any [SL:CATEGORY_EVENT performance art ] in [SL:LOCATION Washington DC ] [SL:DATE_TIME in early March ] ]
event	Fun events in Springfield this evening	[IN:GET_EVENT Fun events in [SL:LOCATION Springfield ] [SL:DATE_TIME this evening ] ]
event	Things to do in Malibu tonight	[IN:GET_EVENT Things to do in [SL:LOCATION Malibu ] [SL:DATE_TIME tonight ] ]
event	Are there any good concerts happening next week	[IN:GET_EVENT Are there any good [SL:CATEGORY_EVENT concerts ] happening [SL:DATE_TIME next week ] ]
event	Any Christmas activities near me this week	[IN:GET_EVENT Any [SL:DATE_TIME Christmas ] activities [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] [SL:DATE_TIME this week ] ]
event	what's going down this weekend in sacramento	[IN:GET_EVENT what 's going down [SL:DATE_TIME this weekend ] in [SL:LOCATION sacramento ] ]
event	adults only getaway in san juan	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT adults only ] [SL:CATEGORY_EVENT getaway ] in [SL:LOCATION san juan ] ]
event	christmas parties near me in the next month	[IN:GET_EVENT [SL:DATE_TIME christmas ] [SL:CATEGORY_EVENT parties ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] [SL:DATE_TIME in the next month ] ]
event	What are some upcoming events near me	[IN:GET_EVENT What are some upcoming events [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION_USER me ] ] ] ]
event	What times will Santa be at the University Park mall	[IN:GET_EVENT What times will [SL:NAME_EVENT Santa ] be at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the University Park mall ] ] ] ]
event	what are some upcoming concerts in orlando	[IN:GET_EVENT what are some upcoming [SL:CATEGORY_EVENT concerts ] in [SL:LOCATION orlando ] ]
event	Concerts in Las Vegas	[IN:GET_EVENT [SL:CATEGORY_EVENT Concerts ] in [SL:LOCATION Las Vegas ] ]
event	movie show times	[IN:GET_EVENT [SL:CATEGORY_EVENT movie ] show times ]
event	are there any events in macon this week	[IN:GET_EVENT are there any events in [SL:LOCATION macon ] [SL:DATE_TIME this week ] ]
event	What's going on next month	[IN:GET_EVENT What 's going on [SL:DATE_TIME next month ] ]
event	where can I get together with people looking to join a band	[IN:UNSUPPORTED_EVENT where can I get together with people looking to join a band ]
event	Any events Christmas related	[IN:GET_EVENT Any events [SL:DATE_TIME Christmas ] related ]
event	events in Buffalo	[IN:GET_EVENT events in [SL:LOCATION Buffalo ] ]
event	Give me more information about the event	[IN:GET_EVENT Give me more information about the event ]
event	Who's performing tomorrow at 9pm at Mahaffey theater	[IN:GET_EVENT Who 's [SL:CATEGORY_EVENT performing ] [SL:DATE_TIME tomorrow at 9 pm ] at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP Mahaffey theater ] ] ] ]
event	whats there to do tonight	[IN:GET_EVENT whats there to do [SL:DATE_TIME tonight ] ]
event	When is the Waikiki Christmas parade	[IN:GET_EVENT When is the [SL:LOCATION Waikiki ] [SL:DATE_TIME Christmas ] [SL:CATEGORY_EVENT parade ] ]
event	Where can I find Santa in Cincinnati this weekend	[IN:GET_EVENT Where can I find [SL:ATTENDEE_EVENT Santa ] in [SL:LOCATION Cincinnati ] [SL:DATE_TIME this weekend ] ]
event	first spring training game in sarasota	[IN:GET_EVENT [SL:ORDINAL first ] [SL:CATEGORY_EVENT spring training game ] in [SL:LOCATION sarasota ] ]
event	What activities are in Irvine, CA next week	[IN:GET_EVENT What activities are in [SL:LOCATION Irvine , CA ] [SL:DATE_TIME next week ] ]
event	family events in california tomorrow	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT family ] events in [SL:LOCATION california ] [SL:DATE_TIME tomorrow ] ]
event	find something happening tonight	[IN:GET_EVENT find something happening [SL:DATE_TIME tonight ] ]
event	anything cool happening in bayside next week	[IN:GET_EVENT anything cool happening in [SL:LOCATION bayside ] [SL:DATE_TIME next week ] ]
event	Singles meetups in Ashland this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT Singles meetups ] in [SL:LOCATION Ashland ] [SL:DATE_TIME this weekend ] ]
event	sporting events in Johnson city this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT sporting events ] in [SL:LOCATION Johnson city ] [SL:DATE_TIME this weekend ] ]
event	Cooking classes near Flamingo Heights, CA	[IN:GET_EVENT [SL:CATEGORY_EVENT Cooking classes ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION Flamingo Heights , CA ] ] ] ]
event	christmas parties in london	[IN:GET_EVENT [SL:DATE_TIME christmas ] [SL:CATEGORY_EVENT parties ] in [SL:LOCATION london ] ]
event	John Legend Concert this week	[IN:GET_EVENT [SL:NAME_EVENT John Legend ] [SL:CATEGORY_EVENT Concert ] [SL:DATE_TIME this week ] ]
event	What events are happening near school tomorrow	[IN:GET_EVENT What events are happening [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS near ] [SL:LOCATION [IN:GET_LOCATION_SCHOOL school ] ] ] ] [SL:DATE_TIME tomorrow ] ]
event	where is katy perry concert this week	[IN:GET_EVENT where is [SL:NAME_EVENT katy perry ] [SL:CATEGORY_EVENT concert ] [SL:DATE_TIME this week ] ]
event	Are there any music events in the neighborhood tomorrow	[IN:GET_EVENT Are there any [SL:CATEGORY_EVENT music events ] in [SL:LOCATION [IN:GET_LOCATION_HOME the neighborhood ] ] [SL:DATE_TIME tomorrow ] ]
event	is there anything special going on this weekend	[IN:GET_EVENT is there anything special going on [SL:DATE_TIME this weekend ] ]
event	Events in New York this weekend	[IN:GET_EVENT Events in [SL:LOCATION New York ] [SL:DATE_TIME this weekend ] ]
